plot,treeno,species,logged,h2015,D,H,HCB,CL,grade,deadr,d/D,D2,BA individ,BA,QMD,MD,DH,S,CWE,CWW,CWS,CWN,quality,hurttyp,tree_type,coordinate_x,coordinate_y,subplotno,absx,absy,MT,cw
YLK-2,52,ÔÓÄ¾,1,,13,15.1,7.5,7.6,3,,0.715119103,169,0.0132665,13.74914,18.17879,15.74132,28,530,2.633,1.083,1.783,0.934,3,,N,8.317,3.393,,58.317,3.393,T,3.2165
YLK-2,53,ÔÓÄ¾,1,,21.3,18.8,7.7,11.1,3,,1.171695146,453.69,0.035614665,13.74914,18.17879,15.74132,28,530,3.084,1.266,2.331,1.152,2,,N,7.95,3.3,,57.95,3.3,T,3.9165
YLK-2,55,é²Ê÷,0,,13.5,18.8,8.7,10.1,3,,0.742623684,182.25,0.014306625,13.74914,18.17879,15.74132,28,530,1.872,2.074,1.636,2.278,2,,N,9.476,5.233,,59.476,5.233,T,3.93
YLK-2,56,é²Ê÷,0,,20.9,20.1,12.2,7.9,1,,1.149691481,436.81,0.034289585,13.74914,18.17879,15.74132,28,530,3.102,1.321,3.117,1.162,1,,Z,9.17,5.676,,59.17,5.676,T,4.351
YLK-2,59,ÔÓÄ¾,1,,10.6,13.8,7.2,6.6,3,,0.583097115,112.36,0.00882026,13.74914,18.17879,15.74132,28,530,0.938,1.691,1.128,1.424,1,,N,7.76,9.675,,57.76,9.675,T,2.5905
YLK-2,60,ÔÓÄ¾,1,,9,9.5,6.3,3.2,5,,0.495082456,81,0.0063585,13.74914,18.17879,15.74132,28,530,2.533,1.213,1.841,1.545,5,,N,6.335,9.973,,56.335,9.973,T,3.566
YLK-2,62,é²Ê÷,0,,6.8,9.3,5.2,4.1,3,,0.3740623,46.24,0.00362984,13.74914,18.17879,15.74132,28,530,1.091,1.653,1.279,1.623,2,,N,0.015,9.38,,60.015,9.38,T,2.823
YLK-2,66,É«Ä¾,1,,15.3,20.7,8,12.7,3,,0.841640175,234.09,0.018376065,13.74914,18.17879,15.74132,28,530,0.895,1.521,1.758,3.126,3,,N,6.289,9.767,,66.289,9.767,T,3.65
YLK-2,67,É«Ä¾,1,,6.7,10.4,7.6,2.8,3,,0.368561384,44.89,0.003523865,13.74914,18.17879,15.74132,28,530,0.801,2.02,0.574,1.291,1,,N,9.425,8.02,,69.425,8.02,T,2.343
YLK-2,68,É«Ä¾,1,,6,10.3,7.5,2.8,3,,0.330054971,36,0.002826,13.74914,18.17879,15.74132,28,530,0.559,1.18,0.577,0.574,1,,N,9.459,8.001,,69.459,8.001,T,1.445
YLK-2,74,ÔÓÄ¾,1,,6,6.2,5.2,1,3,,0.330054971,36,0.002826,13.74914,18.17879,15.74132,28,530,0.614,0.612,0.837,0.629,1,,N,7.749,3.4,,67.749,3.4,T,1.346
YLK-2,75,ÂäÒ¶ËÉ,0,,37.2,30.5,13.1,17.4,1,,2.046340818,1383.84,0.10863144,13.74914,18.17879,15.74132,28,530,2.191,3.091,4.028,2.577,2,,N,2.373,7.988,,72.373,7.988,T,5.9435
YLK-2,76,ÔÓÄ¾,1,,6,7.7,4.7,3,3,,0.330054971,36,0.002826,13.74914,18.17879,15.74132,28,530,1.684,1.989,1.468,1.371,2,,N,5.553,3.584,,75.553,3.584,T,3.256
YLK-2,81,ÀäÉ¼,1,,25.9,24.4,6.9,17.5,1,,1.42473729,670.81,0.052658585,13.74914,18.17879,15.74132,28,530,2.639,1.966,1.904,4.119,1,,Z,0.75,2.543,,80.75,2.543,T,5.314
YLK-2,82,É«Ä¾,1,,14.1,16.6,1.3,15.3,4,,0.775629181,198.81,0.015606585,13.74914,18.17879,15.74132,28,530,1.116,1.06,0.906,1.906,1,,N,2.441,3.244,,82.441,3.244,T,2.494
YLK-2,85,ÔÓÄ¾,1,,5,9.1,4.8,4.3,3,,0.275045809,25,0.0019625,13.74914,18.17879,15.74132,28,530,1.225,1.037,1.179,2.84,1,,N,6.551,0.953,,86.551,0.953,T,3.1405
YLK-2,86,É«Ä¾,1,,5.1,9.9,7.2,2.7,3,,0.280546725,26.01,0.002041785,13.74914,18.17879,15.74132,28,530,0.852,0.829,0.6,1.817,1,,N,7.059,1.87,,87.059,1.87,T,2.049
YLK-2,90,ÂäÒ¶ËÉ,1,,14.3,14.4,9.3,5.1,3,,0.786631013,204.49,0.016052465,13.74914,18.17879,15.74132,28,530,1.291,0.61,0.865,2.479,1,,N,8.744,3.936,,88.744,3.936,T,2.6225
YLK-2,92,·ãèë,1,,23,27.3,14.4,12.9,1,,1.265210721,529,0.0415265,13.74914,18.17879,15.74132,28,530,2.204,1.735,2.298,2.029,2,,N,7.434,6.118,,87.434,6.118,T,4.133
YLK-2,93,ÔÓÄ¾,1,,5.6,9.5,5.1,4.4,3,,0.308051306,31.36,0.00246176,13.74914,18.17879,15.74132,28,530,1.365,0.728,1.362,1.027,1,,N,5.315,5.293,,85.315,5.293,T,2.241
YLK-2,98,·ãèë,1,,11.9,14.7,7.3,7.4,3,,0.654609025,141.61,0.011116385,13.74914,18.17879,15.74132,28,530,2.337,1.233,0.608,1.037,2,,N,2.239,5.705,,82.239,5.705,T,2.6075
YLK-2,102,É«Ä¾,1,,6.6,7.4,4.4,3,3,,0.363060468,43.56,0.00341946,13.74914,18.17879,15.74132,28,530,1.131,0.788,1.1,1.146,1,,N,5.031,8.38,,85.031,8.38,T,2.0825
YLK-2,103,ÔÓÄ¾,1,,5.2,5.2,4.3,0.9,,,0.286047641,27.04,0.00212264,13.74914,18.17879,15.74132,28,530,1.146,1.059,0.729,1.002,5,,N,5.124,9.169,,85.124,9.169,T,1.968
YLK-2,107,é²Ê÷,1,,5.4,7.8,3,4.8,3,,0.297049474,29.16,0.00228906,13.74914,18.17879,15.74132,28,530,1.5,1.269,1.461,1.348,1,,N,6.919,8.533,,86.919,8.533,T,2.789
YLK-2,111,É«Ä¾,1,,9.7,14.3,6.3,8,3,,0.533588869,94.09,0.007386065,13.74914,18.17879,15.74132,28,530,1.948,1.565,2.731,2.126,2,,N,0.795,3.607,,90.795,3.607,T,4.185
YLK-2,112,ÔÓÄ¾,1,,17.2,12.9,5.1,7.8,3,,0.946157583,295.84,0.02322344,13.74914,18.17879,15.74132,28,530,1.686,2.405,2.149,1.996,5,,N,0.511,4.265,,90.511,4.265,T,4.118
YLK-2,113,ºìËÉ,1,,15.9,13.8,5.1,8.7,3,,0.874645672,252.81,0.019845585,13.74914,18.17879,15.74132,28,530,2.518,2.82,2.287,2.425,2,,N,0.455,6.21,,90.455,6.21,T,5.025
YLK-2,115,·ãèë,1,,9.6,11.8,7.1,4.7,3,,0.528087953,92.16,0.00723456,13.74914,18.17879,15.74132,28,530,2.58,3.36,2.797,3.658,2,,N,3.428,5.223,,93.428,5.223,T,6.1975
YLK-2,120,·ãèë,1,,16.8,16.9,10.1,6.8,3,,0.924153918,282.24,0.02215584,13.74914,18.17879,15.74132,28,530,2.293,3.558,2.518,3.279,2,,N,2.087,6.187,,92.087,6.187,T,5.824
YLK-2,121,·ãèë,1,,22.5,22.7,9.9,12.8,2,,1.23770614,506.25,0.039740625,13.74914,18.17879,15.74132,28,530,1.989,3.75,2.8,3.223,2,,N,2.438,7.357,,92.438,7.357,T,5.881
YLK-2,122,ÔÆÉ¼,1,,10.9,10,6.2,3.8,3,,0.599599863,118.81,0.009326585,13.74914,18.17879,15.74132,28,530,1.926,3.381,2.706,3.387,1,,N,2.52,8.201,,92.52,8.201,T,5.7
YLK-2,132,ÔÓÄ¾,1,,6,9.8,4.7,5.1,3,,0.330054971,36,0.002826,13.74914,18.17879,15.74132,28,530,1.3,1.936,1.515,2.306,1,,N,6.734,1.533,,96.734,1.533,T,3.5285
YLK-2,133,ÔÓÄ¾,1,,5,7.3,6.7,0.6,3,,0.275045809,25,0.0019625,13.74914,18.17879,15.74132,28,530,1.566,1.628,2.103,2.046,1,,N,4.896,1.147,,94.896,1.147,T,3.6715
YLK-2,136,ºìËÉ,1,,5,4.9,2.2,2.7,3,,0.275045809,25,0.0019625,13.74914,18.17879,15.74132,28,530,1.085,1.143,1.194,1.172,1,,N,4.273,8.556,,94.273,18.556,T,2.297
YLK-2,137,É«Ä¾,1,,13.5,15.5,5.5,10,3,,0.742623684,182.25,0.014306625,13.74914,18.17879,15.74132,28,530,1.103,0.96,0.967,1.483,1,,N,2.216,6.061,,92.216,16.061,T,2.2565
YLK-2,138,ÔÓÄ¾,1,,14.7,16.5,11,5.5,3,,0.808634678,216.09,0.016963065,13.74914,18.17879,15.74132,28,530,2.137,1.825,1.092,2.621,2,,N,0.236,0.381,,90.236,10.381,T,3.8375
YLK-2,142,ÔÓÄ¾,1,,16.9,13.4,7,6.4,3,,0.929654834,285.61,0.022420385,13.74914,18.17879,15.74132,28,530,3.077,2.334,1.932,3.403,5,4,N,7.662,1.741,,87.662,11.741,T,5.373
YLK-2,144,ÂäÒ¶ËÉ,1,,20.7,21.8,15.4,6.4,4,,1.138689649,428.49,0.033636465,13.74914,18.17879,15.74132,28,530,2.362,2.316,2.14,2.513,1,,N,5.651,6.644,,85.651,16.644,T,4.6655
YLK-2,145,ÂäÒ¶ËÉ,1,,19.6,23.1,15.2,7.9,,,1.078179571,384.16,0.03015656,13.74914,18.17879,15.74132,28,530,2.875,2.845,2.039,2.317,1,,N,5.244,6.089,,85.244,16.089,T,5.038
YLK-2,147,ÔÓÄ¾,1,,5.6,7.9,3.6,4.3,3,,0.308051306,31.36,0.00246176,13.74914,18.17879,15.74132,28,530,1.042,1.846,1.295,1.888,2,,N,1.855,7.845,,81.855,17.845,T,3.0355
YLK-2,150,é²Ê÷,1,,15,15.3,10.1,5.2,4,,0.825137427,225,0.0176625,13.74914,18.17879,15.74132,28,530,2.08,2.067,3.763,1.439,5,,N,9.306,6.239,,89.306,16.239,T,4.6745
YLK-2,151,é²Ê÷,1,,7.5,8,4.4,3.6,4,,0.412568713,56.25,0.004415625,13.74914,18.17879,15.74132,28,530,1.493,2.08,3.172,1.477,2,,N,9.002,6.413,,89.002,16.413,T,4.111
YLK-2,153,ºìËÉ,1,,20.5,20,12.1,7.9,2,,1.127687816,420.25,0.032989625,13.74914,18.17879,15.74132,28,530,2.663,2.724,2.343,2.789,1,,N,9.97,8.888,,79.97,18.888,T,5.2595
YLK-2,154,é²Ê÷,1,,6.5,8.4,4.3,4.1,3,,0.357559552,42.25,0.003316625,13.74914,18.17879,15.74132,28,530,2.006,1.986,2.382,2.754,1,,N,9.292,8.006,,79.292,18.006,T,4.564
YLK-2,156,ºìËÉ,1,,26.9,21.9,12.4,9.5,1,,1.479746452,723.61,0.056803385,13.74914,18.17879,15.74132,28,530,2.509,1.753,2.508,1.853,1,,Z,7.64,3.965,,77.64,13.965,T,4.3115
YLK-2,159,É«Ä¾,1,,22.1,18.3,11,7.3,3,,1.215702475,488.41,0.038340185,13.74914,18.17879,15.74132,28,530,2.726,3.468,2.565,2.299,1,,N,6.369,0.289,,76.369,10.289,T,5.529
YLK-2,160,ÔÓÄ¾,1,,5.3,8,2.9,5.1,3,,0.291548557,28.09,0.002205065,13.74914,18.17879,15.74132,28,530,1.349,2.191,1.669,2.088,2,,N,6.74,0.178,,76.74,10.178,T,3.6485
YLK-2,161,ÀäÉ¼,1,,13.6,12.1,4.3,7.8,3,,0.7481246,184.96,0.01451936,13.74914,18.17879,15.74132,28,530,2.298,2.702,2.034,2.325,1,,N,4.865,0.228,,74.865,10.228,T,4.6795
YLK-2,162,·ãèë,1,,12.7,14,11.2,2.8,3,,0.698616355,161.29,0.012661265,13.74914,18.17879,15.74132,28,530,2.385,1.73,1.02,2.432,2,,N,3.36,1.642,,73.36,11.642,T,3.7835
YLK-2,164,é²Ê÷,1,,11.5,11.8,6.3,5.5,4,,0.63260536,132.25,0.010381625,13.74914,18.17879,15.74132,28,530,2.095,2.05,1.122,2.692,3,,N,1.761,2.252,,71.761,12.252,T,3.9795
YLK-2,168,ÂäÒ¶ËÉ,0,,28.2,25.2,12.4,12.8,1,,1.551258362,795.24,0.06242634,13.74914,18.17879,15.74132,28,530,2.733,1.357,2.13,3.82,1,8,N,1.939,9.467,,71.939,19.467,T,5.02
YLK-2,169,É«Ä¾,1,,15,16.8,10.5,6.3,,,0.825137427,225,0.0176625,13.74914,18.17879,15.74132,28,530,1.328,1.109,0.876,1.74,1,,N,4.557,7.9,,74.557,17.9,T,2.5265
YLK-2,173,ÔÓÄ¾,1,,7.3,8.5,4.2,4.3,3,,0.401566881,53.29,0.004183265,13.74914,18.17879,15.74132,28,530,2.069,0.857,1.073,1.448,5,,N,9.286,8.284,,69.286,18.284,T,2.7235
YLK-2,174,ÔÆÉ¼,1,,5.2,4,2,2,3,,0.286047641,27.04,0.00212264,13.74914,18.17879,15.74132,28,530,1.488,1.352,1.499,1.121,1,,N,8.009,9.336,,68.009,19.336,T,2.73
YLK-2,176,ÔÓÄ¾,1,,15.5,13.9,4.6,9.3,3,,0.852642008,240.25,0.018859625,13.74914,18.17879,15.74132,28,530,1.469,2.766,1.472,1.875,2,,N,6.783,7.676,,66.783,17.676,T,3.791
YLK-2,177,ºìËÉ,1,,6.7,5.8,1.9,3.9,3,,0.368561384,44.89,0.003523865,13.74914,18.17879,15.74132,28,530,1.401,1.665,1.659,1.822,1,,N,6.787,6.879,,66.787,16.879,T,3.2735
YLK-2,181,ÔÓÄ¾,1,,8.4,10.8,6.1,4.7,3,,0.462076959,70.56,0.00553896,13.74914,18.17879,15.74132,28,530,4.103,1.84,1.829,3.097,2,,N,1.589,6.989,,61.589,16.989,T,5.4345
YLK-2,184,ÔÓÄ¾,1,,6.7,9.5,4.2,5.3,3,,0.368561384,44.89,0.003523865,13.74914,18.17879,15.74132,28,530,2.366,2.348,2.319,3.449,1,,N,2.341,2.219,,62.341,12.219,T,5.241
YLK-2,186,·ãèë,1,,13.2,17.3,10.4,6.9,3,,0.726120935,174.24,0.01367784,13.74914,18.17879,15.74132,28,530,3.282,2.681,3.005,3.936,1,,N,2.007,0.387,,62.007,10.387,T,6.452
YLK-2,191,ÔÓÄ¾,1,,5.3,6.1,3.3,2.8,3,,0.291548557,28.09,0.002205065,13.74914,18.17879,15.74132,28,530,1.028,2.048,1.554,1.888,2,,N,9.203,2.025,,69.203,12.025,T,3.259
YLK-2,193,·ãèë,1,,13.4,19.8,10.9,8.9,3,,0.737122768,179.56,0.01409546,13.74914,18.17879,15.74132,28,530,2.582,2.374,2.257,2.127,2,,N,9.475,2.009,,69.475,12.009,T,4.67
YLK-2,197,ÑîÊ÷,1,,31.4,24,11.8,12.2,1,,1.72728768,985.96,0.07739786,13.74914,18.17879,15.74132,28,530,5.156,6.802,5.31,6.378,1,,Z,4.41,4.704,,54.41,14.704,T,11.823
YLK-2,198,°×èë,1,,16.5,20.1,10.1,10,2,,0.907651169,272.25,0.021371625,13.74914,18.17879,15.74132,28,530,2.808,3.326,2.492,3.649,2,,N,2.296,7.943,,52.296,17.943,T,6.1375
YLK-2,202,É«Ä¾,1,,9,10.9,5.9,5,3,,0.495082456,81,0.0063585,13.74914,18.17879,15.74132,28,530,0.888,2.418,1.854,2.161,2,,N,1.339,0.831,,51.339,10.831,T,3.6605
YLK-2,203,É«Ä¾,1,,5.3,8.9,4.4,4.5,3,,0.291548557,28.09,0.002205065,13.74914,18.17879,15.74132,28,530,1.575,1.835,2.213,1.132,2,,N,1.177,0.968,,51.177,10.968,T,3.3775
YLK-2,207,·ãèë,1,,10.9,12.5,7.2,5.3,,,0.599599863,118.81,0.009326585,13.74914,18.17879,15.74132,28,530,3.949,2.245,2.128,2.413,1,,N,7.322,0.278,,57.322,10.278,T,5.3675
YLK-2,208,·ãèë,1,,8,6.9,6,0.9,,,0.440073294,64,0.005024,13.74914,18.17879,15.74132,28,530,1.432,1.213,1.526,1.45,1,,N,7.365,0.227,,57.365,10.227,T,2.8105
YLK-2,210,ÔÓÄ¾,1,,12.7,9.8,7.7,2.1,3,,0.698616355,161.29,0.012661265,13.74914,18.17879,15.74132,28,530,2.741,1.96,1.515,1.953,1,,N,8.392,2.888,,58.392,12.888,T,4.0845
YLK-2,211,é²Ê÷,1,,18.7,19.8,5.3,14.5,3,,1.028671325,349.69,0.027450665,13.74914,18.17879,15.74132,28,530,3.952,4.769,4.874,3.783,2,,N,8.391,9.333,,48.391,19.333,T,8.689
YLK-2,218,ÔÓÄ¾,1,,9.3,13.6,1.9,11.7,4,,0.511585205,86.49,0.006789465,13.74914,18.17879,15.74132,28,530,3.16,2.138,1.45,3.315,5,,N,8.698,0.363,,48.698,10.363,T,5.0315
YLK-2,221,ÑîÊ÷,1,,20.5,25.4,11.8,13.6,1,,1.127687816,420.25,0.032989625,13.74914,18.17879,15.74132,28,530,2.721,2.388,3.129,2.838,1,,N,8.649,8.165,,38.649,18.165,T,5.538
YLK-2,222,ÂäÒ¶ËÉ,1,,19.8,24.6,8.2,16.4,1,,1.089181403,392.04,0.03077514,13.74914,18.17879,15.74132,28,530,2.425,3.445,2.751,3.062,1,,N,5.511,8.823,,35.511,18.823,T,5.8415
YLK-2,224,ÀäÉ¼,1,,15.4,18.8,10.5,8.3,3,,0.847141091,237.16,0.01861706,13.74914,18.17879,15.74132,28,530,1.539,2.732,2.711,1.902,1,,N,0.015,0.024,,30.015,10.024,T,4.442
YLK-2,226,É«Ä¾,1,,12.9,13.2,6.4,6.8,4,,0.709618187,166.41,0.013063185,13.74914,18.17879,15.74132,28,530,1.743,4.06,2.221,1.874,1,,N,5.767,9.456,,25.767,19.456,T,4.949
YLK-2,227,ÀäÉ¼,0,22.1,31.2,25.4,16.8,8.6,1,,1.716285847,973.44,0.07641504,13.74914,18.17879,15.74132,28,530,2.843,4.054,3.773,2.274,1,4,N,5.238,8.538,,25.238,18.538,T,6.472
YLK-2,228,ÔÆÉ¼,1,,24.4,23.4,15.7,7.7,1,,1.342223547,595.36,0.04673576,13.74914,18.17879,15.74132,28,530,3.162,3.117,3.775,3.28,1,,N,3.422,0.248,,23.422,10.248,T,6.667
YLK-2,230,ºìËÉ,1,,24,23.8,12.2,11.6,1,,1.320219883,576,0.045216,13.74914,18.17879,15.74132,28,530,2.947,2.918,3.08,3.022,1,,N,1.645,3.544,,21.645,13.544,T,5.9835
YLK-2,232,é²Ê÷,1,,5.6,6.6,1.8,4.8,3,,0.308051306,31.36,0.00246176,13.74914,18.17879,15.74132,28,530,2.292,2.384,2.494,1.263,1,,N,4.47,0.01,,24.47,10.01,T,4.2165
YLK-2,234,ÀäÉ¼,0,,33.5,24.1,12.7,11.4,1,,1.842806919,1122.25,0.088096625,13.74914,18.17879,15.74132,28,530,3.258,2.322,3.606,2.922,2,4,N,5.561,8.2,,15.561,18.2,T,6.054
YLK-2,235,ÀäÉ¼,1,,10,6.6,2.4,4.2,3,,0.550091618,100,0.00785,13.74914,18.17879,15.74132,28,530,1.654,2.379,2.332,0.895,1,,N,4.848,7.496,,14.848,17.496,T,3.63
YLK-2,236,ÀäÉ¼,0,21.2,29,23.5,8.4,15.1,1,,1.595265692,841,0.0660185,13.74914,18.17879,15.74132,28,530,3.153,3.454,1.887,3.691,1,,N,3.142,3.731,,13.142,13.731,T,6.0925
YLK-2,237,ÀäÉ¼,1,,8.6,6,3.6,2.4,3,,0.473078791,73.96,0.00580586,13.74914,18.17879,15.74132,28,530,1.538,2.1,2.07,2.176,1,41739,N,4.193,2.234,,14.193,12.234,T,3.942
YLK-2,241,É«Ä¾,0,Ñ¹ÕÛ,8,8.2,5.1,3.1,3,,0.440073294,64,0.005024,13.74914,18.17879,15.74132,28,530,1.613,1.913,1.203,2.199,2,10,N,5.775,6.31,,5.775,16.31,T,3.464
YLK-2,242,ÔÆÉ¼,1,,10,8.9,3.7,5.2,3,,0.550091618,100,0.00785,13.74914,18.17879,15.74132,28,530,2.189,2.084,2.358,2.866,2,,N,4.584,2.712,,4.584,12.712,T,4.7485
YLK-2,243,ÔÆÉ¼,1,,20.6,15.8,11.2,4.6,3,,1.133188733,424.36,0.03331226,13.74914,18.17879,15.74132,28,530,1.739,2.682,2.139,4.214,1,,N,1.146,0.895,,1.146,10.895,T,5.387
YLK-2,244,ÔÆÉ¼,0,17.4,23.8,20.2,12,8.2,2,,1.30921805,566.44,0.04446554,13.74914,18.17879,15.74132,28,530,1.902,2.7,2.142,3.541,1,,N,0.566,2.89,,0.566,12.89,T,5.1425
YLK-2,245,é²Ê÷,1,,5.7,10.3,3.2,7.1,3,,0.313552222,32.49,0.002550465,13.74914,18.17879,15.74132,28,530,1.976,2.639,1.841,2.446,1,,N,0.262,2.087,,0.262,12.087,T,4.451
YLK-2,250,é²Ê÷,1,,18.1,18.6,8.5,10.1,3,,0.995665828,327.61,0.025717385,13.74914,18.17879,15.74132,28,530,3.142,3.699,2.916,3.741,1,,N,1.184,1.341,,1.184,21.341,T,6.749
YLK-2,255,É«Ä¾,1,,5.3,7.4,3.8,3.6,3,,0.291548557,28.09,0.002205065,13.74914,18.17879,15.74132,28,530,1.242,1.631,1.349,1.719,2,,N,6.32,0.916,,6.32,20.916,T,2.9705
YLK-2,257,é²Ê÷,1,,14.9,17.5,7.2,10.3,3,,0.81963651,222.01,0.017427785,13.74914,18.17879,15.74132,28,530,1.572,2.256,1.808,3.049,5,,N,8.917,2.493,,8.917,22.493,T,4.3425
YLK-2,258,é²Ê÷,1,,23.8,21,7.2,13.8,2,,1.30921805,566.44,0.04446554,13.74914,18.17879,15.74132,28,530,2.858,3.168,3.843,4.073,2,,N,9.019,2.559,,9.019,22.559,T,6.971
YLK-2,260,É«Ä¾,1,,11.3,10.1,6.2,3.9,3,,0.621603528,127.69,0.010023665,13.74914,18.17879,15.74132,28,530,2.244,2.226,2.188,2.197,2,,N,7.327,2.492,,7.327,22.492,T,4.4275
YLK-2,262,É«Ä¾,1,,12.7,14.7,6.1,8.6,3,,0.698616355,161.29,0.012661265,13.74914,18.17879,15.74132,28,530,2.871,1.905,1.999,3.447,2,,N,6.8,5.202,,6.8,25.202,T,5.111
YLK-2,264,ÀäÉ¼,1,,24.8,25.7,11.6,14.1,1,,1.364227212,615.04,0.04828064,13.74914,18.17879,15.74132,28,530,1.106,2.029,2.338,3.104,1,,N,6.85,9.767,,6.85,29.767,T,4.2885
YLK-2,266,é²Ê÷,1,,7.5,6.9,4.5,2.4,4,,0.412568713,56.25,0.004415625,13.74914,18.17879,15.74132,28,530,1.862,1.477,1.264,1.595,1,,N,1.107,9.643,,1.107,29.643,T,3.099
YLK-2,267,ÔÓÄ¾,1,,6.4,9.1,6,3.1,3,,0.352058635,40.96,0.00321536,13.74914,18.17879,15.74132,28,530,0.75,1.439,0.882,0.941,2,,N,1.219,2.997,,1.219,22.997,T,2.006
YLK-2,268,ÂäÒ¶ËÉ,1,,22.4,23.3,11.4,11.9,2,,1.232205224,501.76,0.03938816,13.74914,18.17879,15.74132,28,530,3.719,2.592,5.859,2.249,1,,N,3.036,6.282,,13.036,26.282,T,7.2095
YLK-2,269,ÂäÒ¶ËÉ,1,,20.7,23.7,11.9,11.8,1,,1.138689649,428.49,0.033636465,13.74914,18.17879,15.74132,28,530,2.468,4.907,3.916,3.134,1,,N,4.567,6.181,,14.567,26.181,T,7.2125
YLK-2,272,ÀäÉ¼,1,,9.3,6.3,2,4.3,3,,0.511585205,86.49,0.006789465,13.74914,18.17879,15.74132,28,530,2.064,1.853,2.396,1.917,1,,N,7.618,9.171,,17.618,29.171,T,4.115
YLK-2,273,é²Ê÷,1,,5.1,5.4,1.9,3.5,3,,0.280546725,26.01,0.002041785,13.74914,18.17879,15.74132,28,530,1.292,1.412,0.92,1.543,1,11,N,7.096,6.234,,17.096,26.234,T,2.5835
YLK-2,274,ÀäÉ¼,1,,7.3,6,1.3,4.7,3,,0.401566881,53.29,0.004183265,13.74914,18.17879,15.74132,28,530,1.755,1.681,1.638,1.687,1,,N,9.175,6.398,,19.175,26.398,T,3.3805
YLK-2,285,ÔÓÄ¾,1,,18.3,17.5,7.9,9.6,3,,1.00666766,334.89,0.026288865,13.74914,18.17879,15.74132,28,530,2.724,3.743,2.631,4.937,3,,N,0.789,8.866,,20.789,28.866,T,7.0175
YLK-2,291,é²Ê÷,1,,21.8,16.1,6,10.1,4,,1.199199727,475.24,0.03730634,13.74914,18.17879,15.74132,28,530,2.581,4.345,3.982,2.931,5,,N,0.345,6.502,,30.345,26.502,T,6.9195
YLK-2,292,é²Ê÷,1,,7,8.1,3.7,4.4,3,,0.385064132,49,0.0038465,13.74914,18.17879,15.74132,28,530,2.361,1.67,1.532,2.511,1,,N,0.852,9.441,,30.852,29.441,T,4.037
YLK-2,297,ºìËÉ,1,,37.4,23.1,7.2,15.9,1,,2.05734265,1398.76,0.10980266,13.74914,18.17879,15.74132,28,530,3.46,5.667,5.721,4.008,1,4,N,8.164,3.356,,38.164,23.356,T,9.428
YLK-2,299,ÀäÉ¼,1,,13.1,12,5.2,6.8,4,,0.720620019,171.61,0.013471385,13.74914,18.17879,15.74132,28,530,1.149,3.176,1.54,3.377,1,10,N,7.621,2.582,,37.621,22.582,T,4.621
YLK-2,300,·ãèë,1,,18.8,25.9,14,11.9,1,,1.034172241,353.44,0.02774504,13.74914,18.17879,15.74132,28,530,3.74,3.629,2.677,2.73,2,,N,6.198,2.049,,36.198,22.049,T,6.388
YLK-3,2,ÓÜÊ÷,1,,19.7,21.6,4.4,17.2,3,,1.056678179,388.09,0.030465065,16.4253,18.64333,16.55233,26.2,602,2.19,3.081,1.133,3.046,2,,N,8.506,1.996,,8.506,1.996,O1,4.725
YLK-3,3,ÀäÉ¼,1,,12,10.3,3.4,6.9,3,,0.643661835,144,0.011304,16.4253,18.64333,16.55233,26.2,602,1.324,1.685,2.015,1.894,1,,N,8.505,1.986,,8.505,1.986,O1,3.459
YLK-3,4,·ãèë,1,,12,15,9.7,5.3,3,,0.643661835,144,0.011304,16.4253,18.64333,16.55233,26.2,602,0.967,0.841,1.535,0.822,2,,N,6.473,3.319,,6.473,3.319,O1,2.0825
YLK-3,5,ÀäÉ¼,0,20.5,22.2,20.8,3.1,17.7,3,,1.190774395,492.84,0.03868794,16.4253,18.64333,16.55233,26.2,602,1.359,1.411,0.775,2.515,1,,N,8.527,6.907,,8.527,6.907,O1,3.03
YLK-3,6,ÀäÉ¼,1,,28.8,20.3,9.1,11.2,3,,1.544788404,829.44,0.06511104,16.4253,18.64333,16.55233,26.2,602,0.836,1.679,1.88,1.832,1,,N,6.807,9.883,,6.807,9.883,O1,3.1135
YLK-3,7,ÀäÉ¼,1,,16.5,18.4,3.4,15,3,,0.885035023,272.25,0.021371625,16.4253,18.64333,16.55233,26.2,602,0.845,1.926,1.818,1.171,1,,N,1.351,9.118,,1.351,9.118,O1,2.88
YLK-3,8,ÀäÉ¼,1,,23.9,19.3,4.6,14.7,3,,1.281959822,571.21,0.044839985,16.4253,18.64333,16.55233,26.2,602,1.343,1.664,2.029,1.632,1,,N,1.538,7.969,,11.538,7.969,O1,3.334
YLK-3,9,ÀäÉ¼,1,,24.7,19.4,3.6,15.8,3,,1.324870611,610.09,0.047892065,16.4253,18.64333,16.55233,26.2,602,1.456,3.056,1.617,1.74,1,,N,0.259,4.639,,10.259,4.639,O1,3.9345
YLK-3,10,·ãèë,1,,12.5,15.9,5.3,10.6,3,,0.670481078,156.25,0.012265625,16.4253,18.64333,16.55233,26.2,602,1.809,1.934,1.633,2.12,2,,N,0.86,3.113,,10.86,3.113,O1,3.748
YLK-3,12,ÓÜÊ÷,1,,15.6,11.3,2.1,9.2,3,,0.836760386,243.36,0.01910376,16.4253,18.64333,16.55233,26.2,602,1.451,1.404,1.422,1.979,2,,N,0.464,2.543,,10.464,2.543,O1,3.128
