"CW","CLR","SD","D","PLOT","BLOCK"
2.233,0.637362637,700,11.2,3,4
8.816,0.740909091,500,37.1,4,4
7.707,0.68487395,500,35.4,4,4
7.099,0.838427948,500,34.8,4,4
6.229,0.819905213,500,33.9,4,4
5.932,0.840816327,500,32,4,4
5.772,0.782122905,500,23.6,4,4
5.755,0.802030457,500,21.2,4,4
5.752,0.882352941,500,26.2,4,4
5.512,0.759803922,500,28.1,4,4
5.472,0.813397129,500,29.7,4,4
5.422,0.801886792,500,38.5,4,4
5.228,0.827411168,500,22.7,4,4
4.919,0.904109589,500,26.4,4,4
4.616,0.891625616,500,29.4,4,4
4.413,0.843317972,500,24.1,4,4
3.965,0.820512821,500,15.5,4,4
3.85,0.726368159,500,27.9,4,4
3.505,0.856481481,500,21.9,4,4
3.471,0.791044776,500,16.4,4,4
3.132,0.802816901,500,16.3,4,4
11.722,0.736607143,450,40.4,5,4
8.231,0.886554622,450,33.4,5,4
7.853,0.862944162,450,35,5,4
6.953,0.730337079,450,29.3,5,4
6.677,0.904761905,450,33,5,4
6.547,0.791111111,450,41.4,5,4
6.421,0.818181818,450,34.9,5,4
6.357,0.612149533,450,36.9,5,4
5.942,0.752808989,450,25,5,4
5.39,0.864,450,16.3,5,4
5.008,0.844720497,450,21.7,5,4
4.874,0.862745098,450,30.8,5,4
4.653,0.844444444,450,17.8,5,4
4.638,0.723076923,450,25.1,5,4
4.578,0.695945946,450,16.5,5,4
4.514,0.838383838,450,28.7,5,4
4.467,0.802690583,450,32.1,5,4
3.373,0.646464646,450,12.6,5,4
6.41,0.779411765,475,36.9,7,4
6.09,0.494845361,475,33.8,7,4
5.941,0.68018018,475,33.1,7,4
5.825,0.633928571,475,33.6,7,4
5.7,0.884422111,475,27.6,7,4
5.672,0.917948718,475,29.6,7,4
5.59,0.76076555,475,28.8,7,4
5.539,0.663157895,475,27.5,7,4
5.099,0.785714286,475,22.3,7,4
5.075,0.854700855,475,36.8,7,4
4.921,0.648535565,475,35,7,4
4.846,0.6875,475,12.9,7,4
4.726,0.668224299,475,32,7,4
4.669,0.751091703,475,34.6,7,4
4.644,0.595744681,475,25.3,7,4
4.244,0.562091503,475,19.4,7,4
4.029,0.472636816,475,25.6,7,4
3.867,0.664921466,475,25,7,4
1.848,0.727272727,475,6.7,7,4
6.637,0.815384615,700,29.5,9,4
5.311,0.874015748,700,21.2,9,4
5.186,0.724770642,700,34.6,9,4
4.968,0.63255814,700,29.1,9,4
4.844,0.61025641,700,25.8,9,4
4.817,0.728506787,700,28.4,9,4
4.559,0.670807453,700,22.1,9,4
4.338,0.483516484,700,24.9,9,4
4.233,0.794258373,700,26.8,9,4
4.19,0.464088398,700,23.4,9,4
4.103,0.483333333,700,14.5,9,4
4.09,0.38071066,700,29,9,4
4.026,0.856060606,700,14.4,9,4
3.908,0.605839416,700,19.4,9,4
3.804,0.699029126,700,26.7,9,4
3.758,0.731428571,700,26.2,9,4
3.712,0.698564593,700,26.3,9,4
3.687,0.816793893,700,16,9,4
3.34,0.366666667,700,22,9,4
3.01,0.685393258,700,11,9,4
3.01,0.762162162,700,22,9,4
3.002,0.395209581,700,25.9,9,4
2.974,0.674528302,700,23.5,9,4
2.952,0.691729323,700,13.7,9,4
2.881,0.696078431,700,11.7,9,4
2.84,0.675925926,700,14.2,9,4
2.602,0.874015748,700,13,9,4
2.262,0.742857143,700,11.2,9,4
5.591,0.701492537,450,27,11,4
5.455,0.693989071,450,26.9,11,4
4.895,0.421800948,450,34.5,11,4
4.838,0.520179372,450,37.8,11,4
4.827,0.699570815,450,33.9,11,4
4.651,0.651162791,450,18.5,11,4
4.525,0.735632184,450,24,11,4
4.239,0.538834951,450,31.1,11,4
4.161,0.832535885,450,35.1,11,4
4.105,0.675925926,450,28.8,11,4
3.648,0.630252101,450,18.6,11,4
3.436,0.648648649,450,15.8,11,4
3.408,0.746153846,450,17.9,11,4
3.216,0.612745098,450,33.7,11,4
3.169,0.541666667,450,17.3,11,4
3.018,0.522875817,450,14,11,4
2.218,0.7125,450,5.4,11,4
1.883,0.315789474,450,4.5,11,4
6.526,0.831417625,575,39,13,4
6.057,0.845814978,575,33.2,13,4
6.037,0.805687204,575,32.8,13,4
5.565,0.746724891,575,39.7,13,4
5.429,0.84079602,575,27.7,13,4
5.422,0.793577982,575,36,13,4
5.286,0.852791878,575,25.3,13,4
5.203,0.82464455,575,32.5,13,4
4.845,0.451162791,575,25.1,13,4
4.668,0.584415584,575,19.9,13,4
4.645,0.730392157,575,23.6,13,4
4.377,0.64321608,575,22.4,13,4
4.319,0.711764706,575,18,13,4
4.192,0.840182648,575,25.6,13,4
3.641,0.777070064,575,19.7,13,4
3.532,0.810344828,575,32.6,13,4
3.497,0.873786408,575,19.3,13,4
3.133,0.697297297,575,21.5,13,4
2.997,0.572815534,575,12.2,13,4
2.908,0.68852459,575,23.5,13,4
2.739,0.803680982,575,20.8,13,4
2.676,0.790123457,575,14.5,13,4
1.785,0.52,575,4.5,13,4
7.259,0.873362445,400,32.1,14,4
6.971,0.75708502,400,44.1,14,4
6.62,0.842975207,400,38.4,14,4
5.848,0.758754864,400,33.7,14,4
5.829,0.651982379,400,37.9,14,4
5.482,0.804166667,400,29,14,4
5.424,0.77593361,400,36,14,4
5.306,0.827102804,400,32.3,14,4
4.703,0.734939759,400,31.5,14,4
4.402,0.790123457,400,31.7,14,4
4.394,0.883838384,400,27.6,14,4
4.301,0.800847458,400,28.3,14,4
4.238,0.82278481,400,26,14,4
3.328,0.795698925,400,18.1,14,4
3.326,0.704697987,400,18.3,14,4
2.804,0.764705882,400,18.7,14,4
7.92,0.827586207,350,42,15,4
7.046,0.566666667,350,27.6,15,4
6.465,0.898373984,350,38.5,15,4
6.453,0.857819905,350,33.8,15,4
6.217,0.738738739,350,21.2,15,4
6.02,0.865306122,350,36,15,4
5.453,0.770833333,350,39.4,15,4
5.181,0.866071429,350,36.2,15,4
4.72,0.671875,350,21.1,15,4
4.623,0.899082569,350,28,15,4
4.487,0.838297872,350,33.5,15,4
4.439,0.738693467,350,26.7,15,4
3.225,0.820512821,350,12.3,15,4
2.857,0.682539683,350,7.5,15,4
7.562,0.894736842,675,27.5,17,4
3.451,0.780269058,500,30.8,25,4
3.438,0.800813008,500,31.6,25,4
3.291,0.600840336,500,32.5,25,4
2.633,0.708154506,500,28.2,25,4
2.563,0.584070796,500,23.8,25,4
2.53,0.433333333,500,25.9,25,4
5.132,0.858131488,1025,32.3,1,5
4.758,0.32244898,1025,27.9,1,5
4.679,0.805309735,1025,31.2,1,5
4.581,0.476987448,1025,31.3,1,5
4.304,0.631578947,1025,21.4,1,5
4.204,0.463414634,1025,27.3,1,5
4.184,0.774193548,1025,28.3,1,5
4.008,0.280851064,1025,28,1,5
3.829,0.467948718,1025,14,1,5
3.733,0.620915033,1025,25.4,1,5
3.625,0.376623377,1025,30.1,1,5
3.608,0.393617021,1025,16.2,1,5
3.599,0.792307692,1025,14.6,1,5
3.551,0.536585366,1025,15,1,5
3.533,0.522875817,1025,15.7,1,5
3.475,0.351351351,1025,26.6,1,5
3.473,0.79338843,1025,14.3,1,5
3.4,0.506382979,1025,23.5,1,5
3.325,0.38028169,1025,28.8,1,5
3.321,0.759615385,1025,20.8,1,5
3.276,0.736196319,1025,14.2,1,5
3.273,0.517241379,1025,18.3,1,5
3.194,0.225988701,1025,23.5,1,5
3.193,0.722689076,1025,19.1,1,5
3.179,0.445,1025,20.4,1,5
3.112,0.462962963,1025,15.9,1,5
3.104,0.288990826,1025,24.8,1,5
3.092,0.442922374,1025,24.3,1,5
2.978,0.313043478,1025,11.7,1,5
2.972,0.607929515,1025,19.8,1,5
2.958,0.93258427,1025,12.3,1,5
2.929,0.587912088,1025,17.8,1,5
2.925,0.905263158,1025,13.7,1,5
2.838,0.418269231,1025,18.8,1,5
2.785,0.575181666,1025,17.8,1,5
2.666,0.593607306,1025,24.7,1,5
2.614,0.714285714,1025,13.7,1,5
2.6,0.928571429,1025,15.2,1,5
2.324,0.543046358,1025,15.2,1,5
2.121,0.58045977,1025,15.6,1,5
1.98,0.694444444,1025,9.7,1,5
5.725,0.317757009,750,28.3,3,5
5.673,0.301369863,750,30.5,3,5
5.319,0.465686275,750,26.7,3,5
5.123,0.389671362,750,25.2,3,5
4.809,0.426008969,750,29.9,3,5
4.668,0.274336283,750,25.8,3,5
4.514,0.429906542,750,28,3,5
4.469,0.399141631,750,28,3,5
4.217,0.315555556,750,25.7,3,5
4.093,0.351111111,750,26.9,3,5
3.986,0.670940171,750,29.7,3,5
3.978,0.43231441,750,28.5,3,5
3.913,0.841121495,750,21.4,3,5
3.631,0.419811321,750,26.5,3,5
3.57,0.536842105,750,8.8,3,5
3.569,0.451612903,750,19.2,3,5
3.513,0.795454545,750,17.4,3,5
3.333,0.46875,750,16.5,3,5
3.234,0.361386139,750,20.9,3,5
3.206,0.427230047,750,27.5,3,5
3.169,0.491803279,750,12.3,3,5
3.1,0.395833333,750,4.9,3,5
3.022,0.269767442,750,26.5,3,5
2.874,0.76,750,6.8,3,5
2.567,0.578947368,750,6.9,3,5
2.354,0.52,750,15,3,5
2.192,0.578313253,750,10.6,3,5
2.118,0.746666667,750,10,3,5
2.016,0.403225806,750,5.7,3,5
1.875,0.428571429,750,5.4,3,5
5.36,0.30964467,650,26.8,5,5
5.293,0.464912281,650,35.5,5,5
4.97,0.404166667,650,32.7,5,5
4.807,0.44,650,23.5,5,5
4.312,0.345132743,650,27.4,5,5
4.215,0.383647799,650,23.2,5,5
4.215,0.490196078,650,1,5,5
4.051,0.418502203,650,30.8,5,5
4.01,0.378151261,650,29.9,5,5
3.963,0.5,650,33.7,5,5
3.89,0.402061856,650,22.9,5,5
3.804,0.493273543,650,29.1,5,5
3.799,0.5,650,25.7,5,5
3.516,0.333333333,650,28,5,5
3.492,0.333333333,650,22.3,5,5
3.49,0.392996109,650,25.9,5,5
3.413,0.488721805,650,13.2,5,5
3.361,0.356435644,650,21.6,5,5
3.279,0.437229437,650,23.4,5,5
3.261,0.3,650,11,5,5
3.104,0.450704225,650,23.2,5,5
3.063,0.399159664,650,29.2,5,5
3.035,0.270114943,650,23.6,5,5
2.934,0.789215686,650,26.8,5,5
2.186,0.106060606,650,11,5,5
2.164,0.231884058,650,12.1,5,5
5.431,0.428571429,775,37.7,7,5
4.99,0.320175439,775,32.5,7,5
4.555,0.45971564,775,30,7,5
4.54,0.409090909,775,30.4,7,5
4.272,0.389380531,775,28.4,7,5
3.978,0.40625,775,22.4,7,5
3.86,0.357512953,775,22.8,7,5
3.839,0.487684729,775,25.4,7,5
3.826,0.511013216,775,34.1,7,5
3.765,0.338164251,775,28.4,7,5
3.723,0.677570093,775,24.8,7,5
3.616,0.891566265,775,11.2,7,5
3.491,0.477678571,775,25.6,7,5
3.456,0.526785714,775,27.2,7,5
3.413,0.236686391,775,19.6,7,5
3.372,0.399061033,775,25.4,7,5
3.218,0.430493274,775,24.5,7,5
3.215,0.37037037,775,18.2,7,5
3.166,0.723004695,775,19.2,7,5
3.035,0.835443038,775,9,7,5
2.788,0.685185185,775,8.1,7,5
2.741,0.587878788,775,17.5,7,5
2.664,0.724637681,775,8.1,7,5
2.45,0.304347826,775,7.4,7,5
2.42,0.352941176,775,20,7,5
2.116,0.5,775,12.9,7,5
2.11,0.341772152,775,9.8,7,5
1.991,0.585365854,775,11.8,7,5
1.893,0.368421053,775,20.9,7,5
1.63,0.730769231,775,3.1,7,5
1.528,0.931034483,775,3.5,7,5
5.417,0.389380531,725,33.3,8,5
4.326,0.43776824,725,29.9,8,5
4.173,0.420849421,725,30.1,8,5
4.11,0.334801762,725,28.4,8,5
4.077,0.882352941,725,12.9,8,5
4.009,0.474654378,725,25.3,8,5
3.865,0.368421053,725,27.6,8,5
3.675,0.785087719,725,23.9,8,5
3.651,0.419087137,725,30.4,8,5
3.649,0.735682819,725,28.9,8,5
3.625,0.547085202,725,27.3,8,5
3.588,0.423529412,725,25.7,8,5
3.533,0.344594595,725,20.9,8,5
3.408,0.325688073,725,22.4,8,5
3.352,0.424489796,725,24.8,8,5
3.339,0.421800948,725,21.1,8,5
3.219,0.342105263,725,29.2,8,5
3.193,0.331658291,725,21,8,5
3.192,0.582010582,725,17.4,8,5
3.158,0.149068323,725,14.6,8,5
3.103,0.379310345,725,24.6,8,5
3.032,0.432926829,725,19.6,8,5
3.017,0.906077348,725,20.7,8,5
2.722,0.368932039,725,26,8,5
2.68,0.135338346,725,15.8,8,5
2.656,0.350961538,725,21.1,8,5
2.545,0.496932515,725,12.4,8,5
2.334,0.373831776,725,11.5,8,5
1.81,0.84,725,2.7,8,5
4.635,0.4375,850,32,10,5
4.556,0.457399103,850,31.7,10,5
4.448,0.638211382,850,33.6,10,5
4.099,0.826446281,850,17.3,10,5
3.989,0.455555556,850,27.2,10,5
3.958,0.414225941,850,33.2,10,5
3.929,0.430379747,850,26.8,10,5
3.884,0.165957447,850,33.4,10,5
3.749,0.555045872,850,29.1,10,5
3.691,0.315315315,850,31.1,10,5
3.537,0.416309013,850,26.9,10,5
3.504,0.511961722,850,23.2,10,5
3.443,0.449541284,850,22.2,10,5
3.435,0.251162791,850,27.4,10,5
3.422,0.409090909,850,27.9,10,5
3.353,0.46728972,850,26.5,10,5
3.35,0.655172414,850,11.7,10,5
3.347,0.328638498,850,24,10,5
3.292,0.244541485,850,25.4,10,5
3.287,0.402597403,850,30.5,10,5
3.243,0.414814815,850,11.9,10,5
3.239,0.840909091,850,7,10,5
2.921,0.554621849,850,26.9,10,5
2.907,0.565517241,850,13.3,10,5
2.897,0.589108911,850,19.3,10,5
2.894,0.756410256,850,10,10,5
2.862,0.427672956,850,16.8,10,5
2.833,0.537234043,850,20.9,10,5
2.75,0.276595745,850,12.7,10,5
2.737,0.538461538,850,23.2,10,5
2.643,0.535714286,850,7.8,10,5
2.477,0.580310881,850,20,10,5
2.343,0.585585586,850,11.8,10,5
2.164,0.454545455,850,18.7,10,5
4.486,0.404081633,675,33.1,12,5
4.408,0.486956522,675,32.4,12,5
4.264,0.304347826,675,27.5,12,5
4.228,0.39408867,675,24.8,12,5
3.958,0.47008547,675,25.5,12,5
3.889,0.398190045,675,26.1,12,5
3.841,0.347826087,675,20,12,5
3.809,0.271028037,675,26,12,5
3.758,0.261627907,675,22.3,12,5
3.748,0.348017621,675,24.3,12,5
3.695,0.336633663,675,25.4,12,5
3.567,0.646090535,675,23.3,12,5
3.509,0.308370044,675,26.3,12,5
3.46,0.87755102,675,12.2,12,5
3.37,0.868421053,675,12.1,12,5
3.363,0.383495146,675,18.3,12,5
3.351,0.2760181,675,26.4,12,5
3.318,0.449339207,675,24.6,12,5
3.245,0.333333333,675,27.6,12,5
3.093,0.356828194,675,30.1,12,5
2.986,0.425641026,675,19.1,12,5
2.756,0.504385965,675,22.3,12,5
2.756,0.305936073,675,23.4,12,5
2.597,0.757142857,675,6.7,12,5
2.486,0.882352941,675,3.8,12,5
2.146,0.448598131,675,9.5,12,5
1.682,0.739130435,675,2.6,12,5
5.101,0.509803922,675,31,13,5
4.952,0.487394958,675,32,13,5
4.272,0.432773109,675,31,13,5
4.21,0.559633028,675,25.6,13,5
4.141,0.336244541,675,24.2,13,5
4.008,0.423423423,675,23.2,13,5
3.966,0.351851852,675,26.7,13,5
3.96,0.370892019,675,29.4,13,5
3.842,0.468253968,675,17.6,13,5
3.794,0.418803419,675,24.9,13,5
3.697,0.721153846,675,13.9,13,5
3.643,0.502369668,675,22.8,13,5
3.611,0.460465116,675,22.8,13,5
3.543,0.674528302,675,24,13,5
3.501,0.298076923,675,22.9,13,5
3.306,0.484304933,675,21.3,13,5
3.283,0.082417582,675,27.2,13,5
3.268,0.418604651,675,16.7,13,5
3.249,0.588516746,675,23.8,13,5
3.158,0.439461883,675,26.7,13,5
3.118,0.458536585,675,19.7,13,5
3.111,0.343589744,675,20.8,13,5
2.967,0.341013825,675,21.5,13,5
2.918,0.56122449,675,20,13,5
2.82,-0.103448276,675,23.9,13,5
2.776,0.574879227,675,19.8,13,5
2.473,0.260638298,675,13.9,13,5
5.629,0.525490196,825,36,14,5
5.109,0.369863014,825,30.5,14,5
4.743,0.631355932,825,29.8,14,5
4.519,0.632978723,825,20.5,14,5
4.392,0.419047619,825,26.9,14,5
4.332,0.434210526,825,29.6,14,5
4.22,0.552631579,825,21.5,14,5
4.168,0.473404255,825,22.1,14,5
4.159,0.392694064,825,27.4,14,5
4.06,0.292237443,825,23.8,14,5
3.951,0.409574468,825,21.8,14,5
3.937,0.36744186,825,22.8,14,5
3.611,0.310810811,825,31.3,14,5
3.578,0.666666667,825,15.6,14,5
3.535,0.313609467,825,21.8,14,5
3.449,0.464788732,825,29.6,14,5
3.441,0.383259912,825,28.6,14,5
3.388,0.474285714,825,19.8,14,5
3.074,0.361502347,825,22.5,14,5
3.064,0.435233161,825,21.1,14,5
2.985,0.666666667,825,5.8,14,5
2.862,0.228915663,825,18.5,14,5
2.85,0.792746114,825,18,14,5
2.834,0.307317073,825,21.3,14,5
2.797,0.838983051,825,15.2,14,5
2.773,0.851851852,825,12.7,14,5
2.69,0.484536082,825,11.6,14,5
2.661,0.52,825,10,14,5
2.391,0.523178808,825,15,14,5
2.261,0.374045802,825,11.8,14,5
2.256,0.542253521,825,14.1,14,5
2.037,0.638554217,825,8.2,14,5
1.808,0.9,825,3,14,5
5.466,0.440528634,800,33.6,16,5
4.766,0.38,800,25.7,16,5
4.664,0.384259259,800,28.4,16,5
4.603,0.446601942,800,28.7,16,5
4.587,0.527638191,800,25.6,16,5
4.472,0.447761194,800,26.4,16,5
4.268,0.526066351,800,25.7,16,5
4.161,0.320574163,800,30.1,16,5
3.99,0.485981308,800,23.8,16,5
3.848,0.433862434,800,20.7,16,5
3.823,0.68852459,800,18.9,16,5
3.791,0.669902913,800,12.2,16,5
3.781,0.352678571,800,25.9,16,5
3.704,0.485436893,800,19.2,16,5
3.657,0.370731707,800,26.5,16,5
3.588,0.570776256,800,25.5,16,5
3.564,0.480916031,800,15.9,16,5
3.518,0.483870968,800,24,16,5
3.463,0.410526316,800,22.9,16,5
3.437,0.336448598,800,25.9,16,5
3.382,0.426086957,800,26.4,16,5
3.361,0.578947368,800,19.8,16,5
3.341,0.3632287,800,23.4,16,5
3.173,0.57037037,800,13.7,16,5
3.118,0.486956522,800,22.3,16,5
3.08,0.442622951,800,21,16,5
2.937,0.345,800,25.7,16,5
2.828,0.229813665,800,17.4,16,5
2.485,0.788819876,800,15.7,16,5
2.325,0.612903226,800,6.6,16,5
1.896,0.75,800,6.5,16,5
1.436,0.80952381,800,1.6,16,5
5.642,0.850622407,700,31.2,18,5
4.928,0.382608696,700,28.2,18,5
4.379,0.563318777,700,28.6,18,5
4.32,0.425438596,700,30,18,5
4.174,0.453744493,700,25.4,18,5
4.114,0.254901961,700,23.8,18,5
4.086,0.544186047,700,28.1,18,5
3.863,0.488789238,700,26.1,18,5
3.834,0.324074074,700,26.1,18,5
3.68,0.452830189,700,24.3,18,5
3.566,0.299435028,700,21.9,18,5
3.479,0.664670659,700,17.3,18,5
3.435,0.638709677,700,14.5,18,5
3.362,0.300970874,700,21,18,5
3.308,0.842592593,700,13.7,18,5
3.297,0.414414414,700,28.5,18,5
3.295,0.394366197,700,22,18,5
3.257,0.87962963,700,15.8,18,5
3.222,0.360189573,700,24.7,18,5
3.203,0.881818182,700,12.7,18,5
3.141,0.557823129,700,17.5,18,5
3.093,0.291079812,700,22,18,5
2.953,0.293814433,700,18.9,18,5
2.831,0.89516129,700,11.6,18,5
2.821,0.56626506,700,17.2,18,5
2.805,0.401785714,700,24.3,18,5
2.783,0.402061856,700,21.5,18,5
2.77,0.324561404,700,17.7,18,5
1.893,0.793103448,700,3.8,18,5
1.873,0.269662921,700,18,18,5
6.44,0.511811024,900,32.4,19,5
4.915,0.280542986,900,29.4,19,5
4.891,0.484018265,900,32.2,19,5
4.611,0.348017621,900,29.2,19,5
4.515,0.493333333,900,28.2,19,5
4.262,0.379310345,900,26.6,19,5
4.013,0.224719101,900,23.5,19,5
3.865,0.294392523,900,27.9,19,5
3.697,0.366666667,900,21.1,19,5
3.605,0.430555556,900,25.7,19,5
3.585,0.414414414,900,27.7,19,5
3.582,0.395744681,900,26.3,19,5
3.518,0.475206612,900,32.6,19,5
3.513,0.323529412,900,22.3,19,5
3.489,0.235023041,900,23.6,19,5
3.44,0.359090909,900,29,19,5
3.383,0.338235294,900,22.6,19,5
3.333,0.829787234,900,14.4,19,5
3.208,0.306818182,900,17,19,5
3.189,0.327683616,900,17.8,19,5
3.135,0.721153846,900,11.9,19,5
3.1,0.355855856,900,24.6,19,5
2.994,0.393203883,900,20.7,19,5
2.883,0.374429224,900,24,19,5
2.86,0.608490566,900,20.3,19,5
2.827,0.419087137,900,26.7,19,5
2.777,0.346153846,900,21.7,19,5
2.695,0.388349515,900,17.7,19,5
2.514,0.613207547,900,23.1,19,5
2.513,0.337837838,900,13.2,19,5
2.379,0.789156627,900,14,19,5
2.329,0.454022989,900,15.4,19,5
2.286,0.458715596,900,13.1,19,5
2.225,0.555555556,900,6.2,19,5
1.736,0.413043478,900,13.1,19,5
1.597,0.632352941,900,17.2,19,5
6.993,0.525,675,28.3,21,5
6.929,0.545454545,675,25.6,21,5
6.745,0.416666667,675,25.8,21,5
6.592,0.577889447,675,21.6,21,5
6.517,0.553846154,675,28.9,21,5
6.319,0.430051813,675,27.1,21,5
6.165,0.62345679,675,28.5,21,5
2.65,0.8,2344.444444,8.6,1,1
1.55,0.68,2344.444444,3.1,1,1
0.64,0.38,1600,6.6,2,1
2.634,0.25,1600,9.6,2,1
2.562,0.31,1600,7,2,1
3.095,0.45,1600,14.4,2,1
4.5985,0.56,1600,22.5,2,1
3.18,0.45,1600,17.6,2,1
3.215,0.34,1600,8.7,2,1
4.456,0.53,1600,13.6,2,1
3.8145,0.44,1600,14.4,2,1
2.1485,0.34,1600,11.3,2,1
1.4235,0.48,1600,7.5,2,1
2.999,0.43,1600,10.4,2,1
2.4795,0.38,1600,11.4,2,1
4.009,0.29,1600,5.3,2,1
2.4365,0.36,1600,11.2,2,1
1.342,0.22,1600,6.4,2,1
1.1525,0.07,1600,6.8,2,1
3.935,0.63,1600,14.5,2,1
3.5,0.42,1600,6.3,2,1
1.895,0.34,1600,9.2,2,1
3.065,0.6,1600,8.3,2,1
2.23,0.72,1600,15.7,2,1
3.065,0.56,1600,15.5,2,1
2.025,0.6,1600,9.2,2,1
3.56,0.5,1600,17,2,1
3.5045,0.23,1600,13.1,2,1
2.084,0.43,1600,10.5,2,1
3.3475,0.51,1600,17.3,2,1
1.805,0.35,1600,8.1,2,1
2.5125,0.49,1600,10.8,2,1
2.8585,0.36,1600,15.7,2,1
1.8615,0.29,1600,10.4,2,1
2.8735,0.25,1600,16.2,2,1
2.8865,0.43,1600,10.5,2,1
2.422,0.45,1600,10.4,2,1
2.248,0.37,1600,12.5,2,1
2.2145,0.48,1600,9.5,2,1
2.7015,0.37,1600,9.6,2,1
2.605,0.19,1600,14.1,2,1
1.677,0.2,1600,10.8,2,1
4.701,0.42,1600,18.5,2,1
3.4735,0.31,1600,15.1,2,1
3.4715,0.22,1600,15.4,2,1
3.666,0.41,1600,18.6,2,1
3.662,0.44,1600,15.5,2,1
3.722,0.45,1600,13.6,2,1
3.316,0.23,1600,9.5,2,1
4.1075,0.44,1600,18.1,2,1
4.3055,0.38,1600,14.1,2,1
3.291,0.27,1600,10.5,2,1
4.763,0.52,1600,22.1,2,1
3.16,0.2,1600,13.9,2,1
2.884,0.24,1600,10.1,2,1
4.4195,0.38,1600,15.7,2,1
2.392,0.34,1600,10.8,2,1
3.2575,0.49,1600,12.4,2,2
2.834,0.24,1600,9.3,2,2
2.7225,0.18,1600,9.3,2,2
1.795,0.43,1600,10.7,2,2
4.308,0.55,1600,20,2,2
2.928,0.16,1600,11.8,2,2
3.8205,0.47,1600,18,2,2
4.777,0.53,1600,11.4,2,2
4.5335,0.66,1600,16.7,2,2
1.8165,0.32,1600,9.7,2,2
2.191,0.35,1600,12.4,2,2
3.005,0.31,1600,14.2,2,2
3.67,0.8,1600,8.2,2,2
4.855,0.59,1600,19,2,2
3.2925,0.59,1600,18.5,2,2
2.396,0.2,1600,13.6,2,2
3.659,0.51,1600,20.4,2,2
3.336,0.33,1600,12.5,2,2
5.41,0.4,1600,21.1,2,2
3.464,0.41,1600,14.6,2,2
4.8075,0.66,1600,20.9,2,2
4.4455,0.47,1600,16.6,2,2
4.708,0.5,1600,19.1,2,2
2.7095,0.59,1600,12.5,2,2
3.40075,0.44,1600,12.7,2,2
1.953,0.55,1600,9.8,2,2
3.128,0.33,1600,15.6,2,2
4.164,0.47,1600,12.7,2,2
2.258,0.31,1600,7.3,2,2
2.764,0.29,1600,7.1,2,2
4.818,0.49,1600,12.8,2,2
3.22,0.39,1600,13.7,2,2
3.7385,0.44,1600,15.9,2,2
2.945,0.44,1600,14.1,2,2
3.035,0.33,1600,11.4,2,2
2.285,0.27,1600,8.1,2,2
3.653,0.52,1600,13,2,2
4.085,0.52,1600,11.9,2,2
2.8585,0.27,1600,9.7,2,2
5.198,0.65,1600,18.7,2,2
4.2925,0.45,1600,17.5,2,2
1.2315,0.07,1600,4.8,2,2
2.32,0.38,1600,8.1,2,2
1.832,0.52,1600,5.1,2,2
3.2445,0.47,1600,11.6,2,2
2.4305,0.69,1600,9.2,2,2
2.5965,0.49,1600,9.8,2,2
2.3455,0.46,1600,6.7,2,2
2.295,0.1,1600,8.3,2,2
2.461,0.4,1600,16.4,2,2
5.166,0.33,1600,16.2,2,2
4.0845,0.35,1600,14.2,2,2
3.433,0.45,1600,11.5,2,2
3.533,0.32,1600,11,2,2
2.49,0.57,1600,8.3,2,2
0.71,0.43,1600,9.1,2,2
1.585,0.28,1600,6.9,2,2
2.0975,0.35,1600,17.2,2,2
4.5825,0.38,1600,11.1,2,2
2.5155,0.43,1600,11.2,2,2
3.9125,0.19,1600,14.2,2,2
2.7505,0.24,1600,8.9,2,2
2.8325,0.33,1600,12.3,2,2
3.999,0.53,1600,16.2,2,2
1.903,0.88,1477.777778,4.5,3,2
1.51,0.3,2155.555556,5.8,4,2
2.965,0.23,2155.555556,8.7,4,2
3.207,0.73,2155.555556,8.7,4,2
3.3445,0.7,2155.555556,13.2,4,2
1.66,0.18,2155.555556,4.1,4,2
1.795,0.43,2155.555556,4.7,4,2
2.5,0.21,2155.555556,6.9,4,2
2.04,0.44,2155.555556,3,4,2
2.435,0.6,2155.555556,5.2,4,2
3.505,0.63,2155.555556,7.5,4,2
3.225,0.23,2155.555556,7.8,4,2
3.71,0.46,2155.555556,8,4,2
2.71,0.47,2155.555556,4.3,4,2
2.745,0.32,2155.555556,6.9,4,2
2.795,0.23,2155.555556,6.8,4,2
1.915,0.63,2155.555556,4.9,4,2
3.14,0.34,2155.555556,6.5,4,2
3.365,0.41,2155.555556,6.3,4,2
3.485,0.42,2155.555556,6.3,4,2
1.795,0.37,2155.555556,6.6,4,2
2.085,0.4,2155.555556,6.8,4,2
4.06,0.79,1022.222222,18.2,14,2
4,0.77,1022.222222,20.7,14,2
6.5,0.62,1022.222222,28.9,14,2
4.8,0.68,1022.222222,22.2,14,2
5.8,0.81,1022.222222,29.6,14,2
6.85,0.61,1022.222222,16.2,14,2
6.85,0.52,1022.222222,32.1,14,2
6.826,0.83,788.8888889,27.1,15,2
4.5375,0.58,788.8888889,12.3,15,2
3.0065,0.54,788.8888889,9.9,15,2
2.751,0.38,788.8888889,5,15,2
2.38,0.43,788.8888889,8.9,15,2
4.4015,0.41,788.8888889,10.3,15,2
4.337,0.78,788.8888889,19.3,15,2
5.2105,0.79,788.8888889,23.8,15,2
4.4495,0.8,788.8888889,22.3,15,2
