plot,treeno,species,logged,h2015,D,H,HCB,CL,grade,deadr,d/D,D2,BA individ,BA,QMD,MD,DH,S,CWE,CWW,CWS,CWN,quality,hurttyp,tree_type,coordinate_x,coordinate_y,subplotno,absx,absy,MT,cw
ZH-01,507,ºìËÉ,1,,10.3,7.2,2,5.2,,,0.626947036,106.09,0.008328065,4.555339,16.42882,14.41535,24.4,501,2.4,2.3,2.1,1.5,1,,,6.7,6.4,605,66.7,56.4,T,4.15
ZH-01,512,É«Ä¾,1,,5.5,6.6,3.4,3.2,,,0.334777543,30.25,0.002374625,4.555339,16.42882,14.41535,24.4,501,1,1.2,2.4,1.8,1,,,7.9,2.3,605,67.9,52.3,T,3.2
ZH-02,3,é²Ê÷,1,,10.8,10.3,5,5.3,,,0.662897562,116.64,0.00915624,5.0841,16.29211,13.87615,20.7,571,2,3.5,3,1.8,1,,,3.6,5.7,0,3.6,5.7,O1,5.15
ZH-02,4,é²Ê÷,1,,7.7,4.8,3.1,1.7,,,0.47262141,59.29,0.004654265,5.0841,16.29211,13.87615,20.7,571,0.4,0.9,1.7,0.2,1,10,,4.2,5.8,0,4.2,5.8,O1,1.6
ZH-02,10,É«Ä¾,1,,7.1,7.2,3,4.2,,,0.435793768,50.41,0.003957185,5.0841,16.29211,13.87615,20.7,571,3,0.5,2.1,2.2,5,,,6.8,2.8,100,16.8,2.8,O1,3.9
ZH-02,12,É«Ä¾,1,,6.5,7,4,3,,,0.398966125,42.25,0.003316625,5.0841,16.29211,13.87615,20.7,571,2.1,2.2,1.7,1.1,1,,,7,6.4,100,17,6.4,O1,3.55
ZH-02,23,×õÊ÷,1,,33,18.1,4,14.1,,,2.025520329,1089,0.0854865,5.0841,16.29211,13.87615,20.7,571,1,5.2,1.9,5.1,1,,,8.5,3.4,300,38.5,3.4,O1,6.6
ZH-02,30,ºìËÉ,1,,9.8,9.2,1.9,7.3,,,0.601518158,96.04,0.00753914,5.0841,16.29211,13.87615,20.7,571,1.5,1.3,1.7,2,1,,,6.4,7.8,500,56.4,7.8,O1,3.25
ZH-02,32,ºìËÉ,1,,10.1,7.3,2.1,5.2,,,0.619931979,102.01,0.008007785,5.0841,16.29211,13.87615,20.7,571,2.4,2.3,1.7,1.5,1,,,9.6,4.6,500,59.6,4.6,O1,3.95
ZH-02,36,×õÊ÷,1,,10.9,9,3,6,,,0.669035502,118.81,0.009326585,5.0841,16.29211,13.87615,20.7,571,1.5,1,2.2,1.1,1,,,5.9,4,600,65.9,4,O1,2.9
ZH-02,39,×õÊ÷,1,,15.9,15.9,6,9.9,,,0.975932522,252.81,0.019845585,5.0841,16.29211,13.87615,20.7,571,3.6,3,2.6,1.9,1,,,9.4,7.8,600,69.4,7.8,O1,5.55
ZH-02,40,×õÊ÷,1,,24.5,16.8,7.1,9.7,,,1.503795395,600.25,0.047119625,5.0841,16.29211,13.87615,20.7,571,4,1.1,2.8,2.2,5,,,0,9.1,700,70,9.1,O1,5.05
ZH-02,41,ºìËÉ,1,,8,5.3,2.1,3.2,,,0.491035231,64,0.005024,5.0841,16.29211,13.87615,20.7,571,2.2,1.8,1,1.1,1,,,3.4,8.1,700,73.4,8.1,O1,3.05
ZH-02,63,×õÊ÷,1,,18.4,14.8,4.2,10.6,,,1.129381032,338.56,0.02657696,5.0841,16.29211,13.87615,20.7,571,4.2,2.6,2.8,1.8,2,,,5,5.5,900,95,5.5,O1,5.7
ZH-02,65,×õÊ÷,1,,18.1,15.3,7.1,8.2,,,1.110967211,327.61,0.025717385,5.0841,16.29211,13.87615,20.7,571,1.2,1,2.6,1.1,2,,,5.6,6.1,900,95.6,6.1,O1,2.95
ZH-02,66,×õÊ÷,1,,12.6,14.1,3.3,10.8,,,0.773380489,158.76,0.01246266,5.0841,16.29211,13.87615,20.7,571,1.5,1,2,1.6,2,,,6.4,6,900,96.4,6,O1,3.05
ZH-02,69,ÑîÊ÷,1,,9.9,12.1,9.2,2.9,,,0.607656099,98.01,0.007693785,5.0841,16.29211,13.87615,20.7,571,1.7,0,1.5,0.2,1,,,9,0.9,901,99,10.9,O1,1.7
ZH-02,82,É«Ä¾,1,,5.7,7.1,3.2,3.9,,,0.349862602,32.49,0.002550465,5.0841,16.29211,13.87615,20.7,571,1.9,0.4,2,1.1,1,,,8.9,4.1,901,98.9,14.1,O1,2.7
ZH-02,84,ºìËÉ,1,,6.2,5.1,2.2,2.9,,,0.380552304,38.44,0.00301754,5.0841,16.29211,13.87615,20.7,571,2,1.2,1.7,1,1,,,6.3,5.8,901,96.3,15.8,O1,2.95
ZH-02,86,ºìËÉ,1,,20.3,12.7,2.1,10.6,1,,1.246001899,412.09,0.032349065,5.0841,16.29211,13.87615,20.7,571,2.6,2.8,3.8,3,1,,,4.8,6,901,94.8,16,O1,6.1
ZH-02,92,ºìËÉ,1,,8.5,7.7,2.1,5.6,,,0.521724933,72.25,0.005671625,5.0841,16.29211,13.87615,20.7,571,1.9,1.5,2,1.7,1,,,2.8,8.4,901,92.8,18.4,O1,3.55
ZH-02,93,ºìËÉ,1,,6.8,6.6,2.1,4.5,,,0.417379946,46.24,0.00362984,5.0841,16.29211,13.87615,20.7,571,2,1.3,1,1.1,1,,,3.2,9.5,901,93.2,19.5,O1,2.7
ZH-02,98,É«Ä¾,1,,5.2,7.2,4.5,2.7,,,0.3191729,27.04,0.00212264,5.0841,16.29211,13.87615,20.7,571,0.5,0.6,1.1,1.5,1,,,0.2,4.8,901,90.2,14.8,O1,1.85
ZH-02,99,°×èë,1,,16.6,17.1,6.7,10.4,1,,1.018898105,275.56,0.02163146,5.0841,16.29211,13.87615,20.7,571,1,2.1,0,3.5,1,,,6,3.3,801,86,13.3,O1,3.3
ZH-02,100,É«Ä¾,1,,8.6,11.7,5,6.7,,,0.527862874,73.96,0.00580586,5.0841,16.29211,13.87615,20.7,571,2.1,1.5,2.2,1,1,,,6.4,4.1,801,86.4,14.1,O1,3.4
ZH-02,124,É«Ä¾,1,,11.2,7.3,3.2,4.1,,,0.687449324,125.44,0.00984704,5.0841,16.29211,13.87615,20.7,571,0.3,2.1,0,0.4,1,,,5.1,0.6,801,85.1,10.6,O1,1.4
ZH-02,130,É«Ä¾,1,,6.8,7.6,3.2,4.4,,,0.417379946,46.24,0.00362984,5.0841,16.29211,13.87615,20.7,571,1.5,1.3,2,0.7,1,,,7.6,0.6,701,77.6,10.6,O1,2.75
ZH-02,132,ºìËÉ,1,,7,4.3,1.8,2.5,,,0.429655827,49,0.0038465,5.0841,16.29211,13.87615,20.7,571,1.5,1.7,1.6,1.7,1,,,3.5,7.5,701,73.5,17.5,O1,3.25
ZH-02,143,ºìËÉ,1,,6.5,5,1.7,3.3,,,0.398966125,42.25,0.003316625,5.0841,16.29211,13.87615,20.7,571,1,1.3,1.1,1.3,1,,,9.4,1.8,501,59.4,11.8,O1,2.35
ZH-02,147,×õÊ÷,1,,7.8,8.2,4,4.2,,,0.47875935,60.84,0.00477594,5.0841,16.29211,13.87615,20.7,571,0.5,0.3,1,1.1,1,,,0.5,5.7,501,50.5,15.7,O1,1.45
ZH-02,149,×õÊ÷,1,,28.4,15.8,7,8.8,1,,1.743175071,806.56,0.06331496,5.0841,16.29211,13.87615,20.7,571,2,1.3,5,2.6,1,,,2.9,9.4,501,52.9,19.4,O1,5.45
ZH-02,152,ºìËÉ,1,,8.9,5.1,2,3.1,,,0.546276695,79.21,0.006217985,5.0841,16.29211,13.87615,20.7,571,2.1,1.3,1.2,0.9,1,,,7.5,8.4,401,47.5,18.4,O1,2.75
ZH-02,156,ºìËÉ,1,,9.5,5.2,3,2.2,,,0.583104337,90.25,0.007084625,5.0841,16.29211,13.87615,20.7,571,1.9,2,0.8,1.1,1,,,4.5,9.5,401,44.5,19.5,O1,2.9
ZH-02,161,×õÊ÷,1,,17.5,10.2,2.5,7.7,,,1.074139568,306.25,0.024040625,5.0841,16.29211,13.87615,20.7,571,1,1.1,1.2,1.1,1,10,,0.4,9.5,401,40.4,19.5,O1,2.2
ZH-02,168,ºìËÉ,1,,8.5,5.2,2,3.2,,,0.521724933,72.25,0.005671625,5.0841,16.29211,13.87615,20.7,571,1.9,2,1.7,1.6,1,,,6.3,7.4,401,46.3,17.4,O1,3.6
ZH-02,171,ºìËÉ,1,,13.4,8.2,2,6.2,,,0.822484012,179.56,0.01409546,5.0841,16.29211,13.87615,20.7,571,1.9,1.8,2,2.2,1,,,8.3,5.9,401,48.3,15.9,O1,3.95
ZH-02,178,ºìËÉ,1,,8.5,5.1,2.2,2.9,,,0.521724933,72.25,0.005671625,5.0841,16.29211,13.87615,20.7,571,2,1.9,1.6,1.1,1,,,4.2,0.1,401,44.2,10.1,O1,3.3
ZH-02,187,ºìËÉ,1,,5,4.3,2.1,2.2,,,0.306897019,25,0.0019625,5.0841,16.29211,13.87615,20.7,571,1.7,1.1,0.9,1.1,1,,,5.3,6.6,301,35.3,16.6,O1,2.4
ZH-02,192,ºìËÉ,1,,8.1,6.9,2,4.9,,,0.497173172,65.61,0.005150385,5.0841,16.29211,13.87615,20.7,571,1.8,1.3,2,2.3,1,,,2.8,0.7,301,32.8,10.7,O1,3.7
ZH-02,193,×õÊ÷,1,,15.1,10.7,2.1,8.6,,,0.926828999,228.01,0.017898785,5.0841,16.29211,13.87615,20.7,571,1.9,0.9,1.6,1.2,1,,,1.1,0.2,201,21.1,10.2,O1,2.8
ZH-02,196,É«Ä¾,1,,8.3,7.4,2.2,5.2,,,0.509449052,68.89,0.005407865,5.0841,16.29211,13.87615,20.7,571,1.5,0.5,1,0.9,1,,,0.7,4.3,201,20.7,14.3,O1,1.95
ZH-02,198,É«Ä¾,1,,7.9,1.7,1,0.7,,,0.484897291,62.41,0.004899185,5.0841,16.29211,13.87615,20.7,571,3.2,0.9,1,0.7,2,,,0.9,4.3,201,20.9,14.3,O1,2.9
ZH-02,231,°×èë,1,,10.5,13.1,9.2,3.9,,,0.644483741,110.25,0.008654625,5.0841,16.29211,13.87615,20.7,571,1,1.3,1.1,1.5,1,,,0.9,6.5,1,0.9,16.5,O1,2.45
ZH-02,235,É«Ä¾,1,,10.9,12.1,5.2,6.9,1,,0.669035502,118.81,0.009326585,5.0841,16.29211,13.87615,20.7,571,1.5,1.3,1,0.9,1,,,3.5,0.1,1,3.5,10.1,O1,2.35
ZH-02,239,É«Ä¾,1,,5.4,7,1.8,5.2,,,0.331448781,29.16,0.00228906,5.0841,16.29211,13.87615,20.7,571,0.5,0.9,2,0.9,2,,,0.5,1.1,1,0.5,11.1,O1,2.15
ZH-02,240,×õÊ÷,1,,6.8,5.7,3.2,2.5,,,0.417379946,46.24,0.00362984,5.0841,16.29211,13.87615,20.7,571,0.7,0.3,3.5,0,5,,,1.6,1,2,1.6,21,O1,2.25
ZH-02,247,°×èë,1,,34.7,15.4,8.2,7.2,1,,2.129865315,1204.09,0.094521065,5.0841,16.29211,13.87615,20.7,571,1.8,3.4,4.2,1.1,2,,,6.3,4.8,2,6.3,24.8,O1,5.25
ZH-02,250,×õÊ÷,1,,40.6,19.4,3.2,16.2,1,,2.492003798,1648.36,0.12939626,5.0841,16.29211,13.87615,20.7,571,6,4.2,5.5,4.8,5,,,3.4,5.7,2,3.4,25.7,O1,10.25
ZH-02,256,ºìËÉ,1,,8.3,5.2,2,3.2,,,0.509449052,68.89,0.005407865,5.0841,16.29211,13.87615,20.7,571,2,1.7,0.7,1.6,1,,,3.2,4.9,402,43.2,24.9,O1,3
ZH-02,260,ÀäÉ¼,1,,5.6,4.3,0.5,3.8,,,0.343724662,31.36,0.00246176,5.0841,16.29211,13.87615,20.7,571,1.4,1.5,1.2,1,1,,,2.1,3.9,102,12.1,23.9,O1,2.55
ZH-02,263,ºìËÉ,1,,17.5,12.4,2,10.4,,,1.074139568,306.25,0.024040625,5.0841,16.29211,13.87615,20.7,571,3.2,3,2.4,2.8,1,,,1,9.2,102,11,29.2,O1,5.7
ZH-02,264,×õÊ÷,1,,25.5,15.2,3.8,11.4,,,1.565174799,650.25,0.051044625,5.0841,16.29211,13.87615,20.7,571,4.1,0.3,4.2,3.8,2,,,4.1,8.4,102,14.1,28.4,O1,6.2
ZH-02,266,é²Ê÷,1,,22,12.1,3.3,8.8,,,1.350346886,484,0.037994,5.0841,16.29211,13.87615,20.7,571,1.5,2,3,2.1,2,,,1.2,7.6,202,21.2,27.6,O1,4.3
ZH-02,270,ºìËÉ,1,,9,5,1.8,3.2,,,0.552414635,81,0.0063585,5.0841,16.29211,13.87615,20.7,571,1.8,1.6,2,1.4,1,,,8.7,9.2,302,38.7,29.2,O1,3.4
ZH-02,274,×õÊ÷,1,,30.9,22.3,2.8,19.5,,,1.89662358,954.81,0.074952585,5.0841,16.29211,13.87615,20.7,571,3.6,2,2.2,2.1,5,,,6.2,1.2,302,36.2,21.2,O1,4.95
ZH-02,278,ºìËÉ,1,,12.4,8.1,2.5,5.6,,,0.761104608,153.76,0.01207016,5.0841,16.29211,13.87615,20.7,571,1.7,1.8,1.5,1.6,1,,,4.5,6,402,44.5,26,O1,3.3
ZH-02,280,ºìËÉ,1,,9.6,6.2,2.1,4.1,,,0.589242277,92.16,0.00723456,5.0841,16.29211,13.87615,20.7,571,2,2.1,1.1,1.6,1,,,5.5,5.5,402,45.5,25.5,O1,3.4
ZH-02,300,ºìËÉ,1,,8.3,5.3,1.5,3.8,,,0.509449052,68.89,0.005407865,5.0841,16.29211,13.87615,20.7,571,1.3,1.2,1.5,1.7,1,,,7.6,6.8,502,57.6,26.8,O1,2.85
ZH-02,303,×õÊ÷,1,,39,19.4,6.2,13.2,1,,2.393796752,1521,0.1193985,5.0841,16.29211,13.87615,20.7,571,5.4,4.3,6.2,4.5,1,,,5.2,4.4,602,65.2,24.4,O1,10.2
ZH-02,305,ºìËÉ,1,,7.5,5.1,2.5,2.6,,,0.460345529,56.25,0.004415625,5.0841,16.29211,13.87615,20.7,571,1.5,1.4,1.6,1.5,1,,,4.8,1,602,64.8,21,O1,3
ZH-02,309,ÑîÊ÷,1,,17.2,13.4,8.2,5.2,,,1.055725747,295.84,0.02322344,5.0841,16.29211,13.87615,20.7,571,2.3,0,4.4,1,1,,,3.4,3.1,702,73.4,23.1,O1,3.85
ZH-02,317,ÑîÊ÷,1,,11.3,9.5,7.2,2.3,,,0.693587264,127.69,0.010023665,5.0841,16.29211,13.87615,20.7,571,2.7,0.2,2.8,0.4,1,,,7.5,3.9,702,77.5,23.9,O1,3.05
ZH-02,327,É«Ä¾,1,,8.5,7.7,3.2,4.5,,,0.521724933,72.25,0.005671625,5.0841,16.29211,13.87615,20.7,571,1.8,0.7,2,0.4,2,,,4.8,8.8,802,84.8,28.8,O1,2.45
ZH-02,336,×õÊ÷,1,,10.1,7.3,1.6,5.7,,,0.619931979,102.01,0.008007785,5.0841,16.29211,13.87615,20.7,571,0,0.5,3.3,0.2,5,,,7.6,2,802,87.6,22,O1,2
ZH-02,340,ºìËÉ,1,,11.7,9.2,2.1,7.1,,,0.718139026,136.89,0.010745865,5.0841,16.29211,13.87615,20.7,571,2.3,2.1,2.1,2,1,,,5.7,8.3,902,95.7,28.3,O1,4.25
ZH-02,343,ÑîÊ÷,1,,11.6,12.7,10.2,2.5,,,0.712001085,134.56,0.01056296,5.0841,16.29211,13.87615,20.7,571,1.5,1.6,1,0.8,1,,,6.3,9.4,903,96.3,39.4,O1,2.45
ZH-02,346,É«Ä¾,1,,9.7,9.5,4.2,5.3,,,0.595380218,94.09,0.007386065,5.0841,16.29211,13.87615,20.7,571,3,2.3,3.2,0,1,,,3.4,6.1,903,93.4,36.1,O1,4.25
ZH-02,351,É«Ä¾,1,,6.9,8.7,3.2,5.5,,,0.423517887,47.61,0.003737385,5.0841,16.29211,13.87615,20.7,571,2,1.5,1.2,0.7,1,,,3.7,9,903,93.7,39,O1,2.7
ZH-02,366,É«Ä¾,1,,5.1,6.4,3.2,3.2,,,0.31303496,26.01,0.002041785,5.0841,16.29211,13.87615,20.7,571,2.4,2.3,0.1,1.2,1,,,9.5,4.5,803,89.5,34.5,O1,3
ZH-02,368,É«Ä¾,1,,5.4,7.4,5.2,2.2,,,0.331448781,29.16,0.00228906,5.0841,16.29211,13.87615,20.7,571,1.9,1.4,1.6,1,1,,,8.5,5.1,803,88.5,35.1,O1,2.95
ZH-02,379,ºìËÉ,1,,15.5,11.6,2,9.6,,,0.95138076,240.25,0.018859625,5.0841,16.29211,13.87615,20.7,571,2.4,2,2.6,3,1,,,1.8,9.1,803,81.8,39.1,O1,5
ZH-02,380,ºìËÉ,1,,9,4.9,2,2.9,,,0.552414635,81,0.0063585,5.0841,16.29211,13.87615,20.7,571,1.9,1.7,1.1,1.6,1,,,0.9,6.3,803,80.9,36.3,O1,3.15
ZH-03,4,ºìËÉ,1,,16.8,4.5,2,2.5,,,1.066164385,282.24,0.02215584,5.457552,15.75742,13.51393,20.5,655,3,3,2,2.5,,10,,6.2,9,0,6.2,9,O2,5.25
ZH-03,6,ºìËÉ,1,,5,4.1,1.7,2.4,,,0.317310829,25,0.0019625,5.457552,15.75742,13.51393,20.5,655,1,2,1.4,1.7,,,,5.3,6,0,5.3,6,O2,3.05
ZH-03,7,ºìËÉ,1,,12.3,9.7,3.2,6.5,,,0.780584639,151.29,0.011876265,5.457552,15.75742,13.51393,20.5,655,2,3,1.7,1.5,,,,7.1,8.9,0,7.1,8.9,O2,4.1
ZH-03,18,é²Ê÷,0,,8.3,4.4,3.8,0.6,,,0.526735976,68.89,0.005407865,5.457552,15.75742,13.51393,20.5,655,2.5,1.5,0.8,0.9,2,,,9.8,4.3,0,9.8,4.3,O2,2.85
ZH-03,20,é²Ê÷,1,,10.6,12.1,5.1,7,,,0.672698957,112.36,0.00882026,5.457552,15.75742,13.51393,20.5,655,1.6,2,1.4,2,,,,9.6,4.3,0,9.6,4.3,O2,3.5
ZH-03,26,É«Ä¾,1,,6.3,7.8,3.8,4,,,0.399811644,39.69,0.003115665,5.457552,15.75742,13.51393,20.5,655,2,2,2.5,1.5,,,,5.9,2.9,100,15.9,2.9,O2,4
ZH-03,31,é²Ê÷,1,,22,7.2,4.8,2.4,,,1.396167647,484,0.037994,5.457552,15.75742,13.51393,20.5,655,1,1,0,2.5,,,,8.9,4.8,100,18.9,4.8,O2,2.25
ZH-03,36,ºìËÉ,1,,7.9,4.5,2.7,1.8,,,0.50135111,62.41,0.004899185,5.457552,15.75742,13.51393,20.5,655,1.5,2,1.5,1,,,,3.9,9.7,200,23.9,9.7,O2,3
ZH-03,38,ÑîÊ÷,1,,13.7,13.6,10.5,3.1,,,0.869431671,187.69,0.014733665,5.457552,15.75742,13.51393,20.5,655,1.5,3,1.4,1,,,,6.6,8.5,200,26.6,8.5,O2,3.45
ZH-03,45,×õÊ÷,1,,17.7,14.5,7.7,6.8,,,1.123280334,313.29,0.024593265,5.457552,15.75742,13.51393,20.5,655,2.5,3,1.5,1.5,2,,,0.4,7.9,300,30.4,7.9,O2,4.25
ZH-03,49,°×èë,1,,19.2,16.8,6.7,10.1,,,1.218473583,368.64,0.02893824,5.457552,15.75742,13.51393,20.5,655,3,3,1,1.5,,,,2.4,9.8,300,32.4,9.8,O2,4.25
ZH-03,52,°×èë,1,,18.2,12.7,4.2,8.5,,,1.155011417,331.24,0.02600234,5.457552,15.75742,13.51393,20.5,655,2.5,3,2,1,,,,4.1,2.4,300,34.1,2.4,O2,4.25
ZH-03,54,ÑîÊ÷,1,,15,14.4,11.5,2.9,,,0.951932486,225,0.0176625,5.457552,15.75742,13.51393,20.5,655,1.5,1,3,1,,,,0.4,3,400,40.4,3,O2,3.25
ZH-03,55,ÑîÊ÷,1,,14.2,13.8,10.7,3.1,,,0.901162754,201.64,0.01582874,5.457552,15.75742,13.51393,20.5,655,3.5,1,2,2,,,,2.6,2.7,400,42.6,2.7,O2,4.25
ZH-03,66,É½¶¡×Ó,1,,6.7,9.4,3.6,5.8,,,0.425196511,44.89,0.003523865,5.457552,15.75742,13.51393,20.5,655,2.5,3,0.8,2,,,,1.3,1.2,500,51.3,1.2,O2,4.15
ZH-03,68,×õÊ÷,1,,18.3,18.4,4.5,13.9,,,1.161357633,334.89,0.026288865,5.457552,15.75742,13.51393,20.5,655,1,1,0.6,0.5,,,,3.1,2.5,500,53.1,2.5,O2,1.55
ZH-03,69,ºìËÉ,1,,27,13.4,3.2,10.2,,,1.713478476,729,0.0572265,5.457552,15.75742,13.51393,20.5,655,3,3,2,2.5,,,,0,9.5,500,50,9.5,O2,5.25
ZH-03,71,É«Ä¾,1,,8.4,9.9,3.8,6.1,,,0.533082192,70.56,0.00553896,5.457552,15.75742,13.51393,20.5,655,1,2,1,1.2,,,,7.8,2.3,500,57.8,2.3,O2,2.6
ZH-03,74,ºìËÉ,1,,5.3,1.7,1,0.7,,,0.336349479,28.09,0.002205065,5.457552,15.75742,13.51393,20.5,655,1.2,1.5,1,1,,,,1.9,9.5,600,61.9,9.5,O2,2.35
ZH-03,91,×õÊ÷,1,,30,16.7,5.4,11.3,,,1.903864973,900,0.07065,5.457552,15.75742,13.51393,20.5,655,2.5,4,5,3,,,Z,6.6,7.6,700,76.6,7.6,O2,7.25
ZH-03,93,×õÊ÷,1,,15.8,13.8,10.1,3.7,,,1.002702219,249.64,0.01959674,5.457552,15.75742,13.51393,20.5,655,1.5,2,1,1,,,,9.4,4,700,79.4,4,O2,2.75
ZH-03,101,é²Ê÷,1,,7.8,9.6,3.4,6.2,,,0.495004893,60.84,0.00477594,5.457552,15.75742,13.51393,20.5,655,1.5,0.5,1,0.5,,,,4,8.5,800,84,8.5,O2,1.75
ZH-03,102,×õÊ÷,1,,34.8,20.7,5.8,14.9,,,2.208483368,1211.04,0.09506664,5.457552,15.75742,13.51393,20.5,655,3.5,6,1,1,,,Z,6.8,9.4,800,86.8,9.4,O2,5.75
ZH-03,108,°×èë,1,,9.2,11.2,6.7,4.5,,,0.583851925,84.64,0.00664424,5.457552,15.75742,13.51393,20.5,655,1,0.8,0.2,0.5,,,,1.5,7.4,900,91.5,7.4,O2,1.25
ZH-03,109,é²Ê÷,1,,19.5,10.4,3.1,7.3,,,1.237512232,380.25,0.029849625,5.457552,15.75742,13.51393,20.5,655,2,3,2,3,,,Z,8.3,7.7,900,98.3,7.7,O2,5
ZH-03,110,×õÊ÷,1,,7.5,4.1,3.6,0.5,,,0.475966243,56.25,0.004415625,5.457552,15.75742,13.51393,20.5,655,0.5,1,0.4,0.9,,,,9.8,2.6,901,99.8,12.6,O2,1.4
ZH-03,111,é²Ê÷,1,,9,10.5,3.2,7.3,,,0.571159492,81,0.0063585,5.457552,15.75742,13.51393,20.5,655,2.5,2,1,2,,,,6.6,4.4,901,96.6,14.4,O2,3.75
ZH-03,114,×õÊ÷,1,,9.3,8.6,3.2,5.4,,,0.590198142,86.49,0.006789465,5.457552,15.75742,13.51393,20.5,655,1.5,1,1.5,1,,,,6.2,9.4,901,96.2,19.4,O2,2.5
ZH-03,115,°×èë,1,,9.7,11.2,5.2,6,,,0.615583008,94.09,0.007386065,5.457552,15.75742,13.51393,20.5,655,1.5,2,0.4,1,,,,2.9,7.6,901,92.9,17.6,O2,2.45
ZH-03,117,ÑîÊ÷,1,,12.7,13.4,10.6,2.8,,,0.805969505,161.29,0.012661265,5.457552,15.75742,13.51393,20.5,655,1.7,1.2,2.2,1,,,,0,8.6,901,90,18.6,O2,3.05
ZH-03,118,°×èë,1,,10.2,9.7,5.2,4.5,,,0.647314091,104.04,0.00816714,5.457552,15.75742,13.51393,20.5,655,0.9,1,0.2,1,2,,,2,4,901,92,14,O2,1.55
ZH-03,121,°×èë,1,,10.1,8.7,4.5,4.2,,,0.640967874,102.01,0.008007785,5.457552,15.75742,13.51393,20.5,655,1.5,1,0,1,,,,0.6,0.4,901,90.6,10.4,O2,1.75
ZH-03,124,×õÊ÷,1,,6.8,7.8,4.1,3.7,,,0.431542727,46.24,0.00362984,5.457552,15.75742,13.51393,20.5,655,1,1,0.5,1.5,,,,6.5,6.4,801,86.5,16.4,O2,2
ZH-03,129,Ë®ÇúÁø,1,,8.5,10.2,6.6,3.6,,,0.539428409,72.25,0.005671625,5.457552,15.75742,13.51393,20.5,655,1.5,2,1,1,2,,,7.7,7.5,801,87.7,17.5,O2,2.75
ZH-03,130,É«Ä¾,1,,5.9,9.5,4.6,4.9,,,0.374426778,34.81,0.002732585,5.457552,15.75742,13.51393,20.5,655,1.9,2.2,0.8,1.2,,,,7.8,8.6,801,87.8,18.6,O2,3.05
ZH-03,135,É«Ä¾,1,,8.4,11.1,4.1,7,,,0.533082192,70.56,0.00553896,5.457552,15.75742,13.51393,20.5,655,1,2,1,2.5,,,,5.9,4.3,701,75.9,14.3,O2,3.25
ZH-03,136,×õÊ÷,1,,25.7,16.7,5.2,11.5,,,1.63097766,660.49,0.051848465,5.457552,15.75742,13.51393,20.5,655,4.6,3,2,3.7,,,,3.9,3.5,701,73.9,13.5,O2,6.65
ZH-03,146,É«Ä¾,1,,6.5,9.7,6.6,3.1,,,0.412504077,42.25,0.003316625,5.457552,15.75742,13.51393,20.5,655,1.5,1,0.8,1,,,,8.1,9.5,601,68.1,19.5,O2,2.15
ZH-03,149,ÑîÊ÷,1,,13.2,13.4,12.3,1.1,,,0.837700588,174.24,0.01367784,5.457552,15.75742,13.51393,20.5,655,1,1,2,0.5,,,,9.2,2.2,601,69.2,12.2,O2,2.25
ZH-03,162,ºìËÉ,1,,5.5,4.8,2,2.8,,,0.349041912,30.25,0.002374625,5.457552,15.75742,13.51393,20.5,655,1.2,1,0.8,1,,,,1,1,601,61,11,O2,2
ZH-03,167,É«Ä¾,1,,5.7,8.6,2,6.6,,,0.361734345,32.49,0.002550465,5.457552,15.75742,13.51393,20.5,655,1,3,1,1.5,,,,9.1,6,501,59.1,16,O2,3.25
ZH-03,170,ºìËÉ,1,,5.7,3.8,2,1.8,,,0.361734345,32.49,0.002550465,5.457552,15.75742,13.51393,20.5,655,1.3,1.5,1,1.2,,,,5,8.6,501,55,18.6,O2,2.5
ZH-03,172,ÂäÒ¶ËÉ,1,,6.5,4.7,3.6,1.1,,,0.412504077,42.25,0.003316625,5.457552,15.75742,13.51393,20.5,655,0.9,0,0.9,0,,,,4.2,7.9,501,54.2,17.9,O2,0.9
ZH-03,176,É«Ä¾,1,,7.6,7.8,3.8,4,,,0.48231246,57.76,0.00453416,5.457552,15.75742,13.51393,20.5,655,2,1,1.5,1.5,,,,0,2.8,501,50,12.8,O2,3
ZH-03,179,ÑîÊ÷,1,,10.2,9.7,8.6,1.1,,,0.647314091,104.04,0.00816714,5.457552,15.75742,13.51393,20.5,655,1,2,1,0.5,,,,6.1,0,401,46.1,10,O2,2.25
ZH-03,181,°×èë,1,,8.6,9.6,4.2,5.4,,,0.545774626,73.96,0.00580586,5.457552,15.75742,13.51393,20.5,655,1,0,3,1.5,,,,0.5,1.5,401,40.5,11.5,O2,2.75
ZH-03,192,ºìËÉ,1,,9.6,8.8,1.6,7.2,,,0.609236791,92.16,0.00723456,5.457552,15.75742,13.51393,20.5,655,2,2,1,1.5,,,,8.5,5.5,301,38.5,15.5,O2,3.25
ZH-03,194,É«Ä¾,1,,7.5,9.7,2.9,6.8,,,0.475966243,56.25,0.004415625,5.457552,15.75742,13.51393,20.5,655,2,3,0.2,0.2,,,,5.2,2.9,301,35.2,12.9,O2,2.7
ZH-03,196,ÂäÒ¶ËÉ,1,,9.5,11.2,10.1,1.1,,,0.602890575,90.25,0.007084625,5.457552,15.75742,13.51393,20.5,655,2.5,2,0.4,0.5,,,,5.3,4.5,301,35.3,14.5,O2,2.7
ZH-03,201,°×èë,1,,11.7,13.4,9.2,4.2,,,0.742507339,136.89,0.010745865,5.457552,15.75742,13.51393,20.5,655,1,2,1,1.5,,,,1.2,1,301,31.2,11,O2,2.75
