"CW","CLR","SD","D","PLOT"
6.2,0.55,1411.111111,15.3,45
2.85,0.64,1411.111111,22.5,45
2.95,0.45,1411.111111,12.8,45
3.25,0.51,1411.111111,15.7,45
3.75,0.65,1411.111111,18,45
2.85,0.39,1411.111111,12,45
5.35,0.51,1411.111111,25.1,45
2.45,0.79,1155.555556,13.3,46
2.95,0.83,1155.555556,9.5,46
2.55,0.59,1155.555556,6.7,46
2.45,0.49,1155.555556,13.6,46
3.65,0.56,1155.555556,20,46
3.7,0.54,1155.555556,19.7,46
4.15,0.44,1155.555556,18.3,46
3.35,0.76,1155.555556,20.5,46
4.55,0.59,1155.555556,20.6,46
2.6,0.74,1155.555556,8.4,46
4.2,0.49,1155.555556,27.2,46
1.75,0.52,1155.555556,11.1,46
3.65,0.46,1155.555556,7.3,46
3.35,0.45,1155.555556,18.3,46
1.55,0.8,1155.555556,5.2,46
3.9,0.59,1155.555556,20.2,46
2.7,0.77,1155.555556,10.8,46
4,0.4,1155.555556,11.8,46
2.85,0.63,1155.555556,6.7,46
1.65,0.43,1155.555556,6.7,46
2.4,0.44,1155.555556,27.2,46
4.65,0.55,1155.555556,23.6,46
7.1,0.57,1155.555556,13.6,46
3.35,0.5,1155.555556,25.4,46
4,0.5,1155.555556,26,46
3.3,0.54,1155.555556,21,46
4.25,0.57,1155.555556,24.7,46
4.35,0.55,1155.555556,20.7,46
4.35,0.58,1155.555556,20.6,46
2.9,0.46,1155.555556,8,46
3.85,0.22,1155.555556,15.7,46
2.5,0.54,1155.555556,5.9,46
4.55,0.75,1155.555556,23.4,46
5.05,0.57,1155.555556,17.5,46
5.95,0.46,1155.555556,27.2,46
1.9,0.61,1155.555556,5.8,46
3.5,0.8,1155.555556,19.8,46
3.65,0.42,1155.555556,24,46
2.85,0.47,1155.555556,18.8,46
2.8,0.52,1155.555556,10.9,46
3.7,0.25,1155.555556,15.4,46
3.9,0.49,1155.555556,26,46
3.4,0.48,1155.555556,23.1,46
2.8,0.59,1155.555556,20.9,46
2.25,0.68,1155.555556,9.8,46
2.6,0.29,1155.555556,24.2,46
3.45,0.39,1155.555556,24.8,46
2.95,0.49,1155.555556,15.8,46
3.65,0.62,1155.555556,9.3,46
2.45,0.44,1155.555556,21.6,46
3.75,0.3,1155.555556,16.2,46
2.55,0.78,1155.555556,9.5,46
2.05,0.62,1155.555556,7.8,46
2.35,0.7,1155.555556,10.5,46
4.9,0.54,1155.555556,25.6,46
3.45,0.66,1155.555556,20.5,46
3.4,0.62,1155.555556,8,46
4.05,0.43,1155.555556,21.3,46
5.6,0.36,1155.555556,19.4,46
2.9,0.33,1155.555556,18.5,46
3.4,0.3,1155.555556,16.2,46
2.45,0.22,1155.555556,9.3,46
6,0.44,1155.555556,24.3,46
5.15,0.58,1155.555556,21.2,46
5.05,0.57,1155.555556,18.2,46
3.75,0.64,1155.555556,17.2,46
2.6,0.38,1155.555556,13.3,46
3.85,0.51,1155.555556,19.5,46
2.7,0.87,1155.555556,11.4,46
4.7,0.33,1155.555556,22.5,46
3.05,0.35,1155.555556,15.3,46
4.1,0.35,1155.555556,19.6,46
1.7,0.72,1155.555556,5.4,46
4,0.36,1155.555556,19,46
3.1,0.47,1155.555556,15.2,46
3.2,0.58,1155.555556,16.1,46
3.15,0.22,1155.555556,15.4,46
3.75,0.61,1155.555556,24,46
3.55,0.31,1155.555556,15.4,46
3.1,0.8,1155.555556,12.4,46
3.45,0.32,1155.555556,12.7,46
4.1,0.55,1155.555556,22.7,46
2.6,0.69,1155.555556,10.5,46
2.5,0.78,1155.555556,7.2,46
3.55,0.89,1155.555556,18.1,46
2.65,0.75,1155.555556,18.1,46
2.65,0.76,1155.555556,13.3,46
1.65,0.78,1155.555556,5.1,46
3.6,0.57,1155.555556,19.4,46
2.2,0.54,1155.555556,10,46
1.85,0.7,1155.555556,7,46
3.5,0.44,1155.555556,22.3,46
4,0.41,1155.555556,17,46
5.4,0.52,1155.555556,23.4,46
4.35,0.65,1155.555556,11.1,46
6.22,0.7,800,21.4,47
3.725,0.74,800,11.9,47
4.795,0.55,800,23.2,47
4.74,0.73,800,14.1,47
4.97,0.61,800,26,47
2.005,0.69,800,4.5,47
5.915,0.6,800,30.7,47
5.85,0.49,800,22.1,47
1.2,0.35,800,3.5,47
7,0.56,800,19.9,47
4.305,0.58,800,14.9,47
3.295,0.38,800,11.6,47
4.505,0.56,800,18.8,47
5.23,0.69,800,20.1,47
4.05,0.48,800,16.2,47
5.35,0.84,800,19.1,47
2.7,0.72,800,9.6,47
2.9,0.42,800,17.7,47
3.65,0.58,800,18.8,47
3.9,0.51,800,16.5,47
3.8,0.52,800,18.8,47
3.1,0.6,800,8,47
3.7,0.49,800,13.6,47
2.65,0.49,800,10.1,47
6.15,0.79,800,20.6,47
4.45,0.71,800,21.2,47
4.55,0.72,800,15.5,47
2.5,0.46,800,8.6,47
4.05,0.78,800,14.2,47
5.6,0.8,800,17.7,47
4.1,0.81,800,19.2,47
5.4,0.6,800,19.8,47
3.5,0.34,800,9.3,47
3.65,0.52,800,14.5,47
5.8,0.79,800,20.4,47
4.9,0.78,800,17.3,47
6.4,0.74,800,23.8,47
2.95,0.67,800,7.9,47
5.25,0.74,800,14,47
3.95,0.64,800,15.3,47
4.05,0.57,800,17.7,47
2.7,0.69,800,11.2,47
5.95,0.62,800,23.1,47
6.65,0.76,800,23.2,47
5.05,0.66,800,22.7,47
4.05,0.6,800,11.9,47
4.45,0.65,800,13.8,47
7.15,0.68,800,29.6,47
3.85,0.61,800,11.5,47
4.55,0.66,800,12,47
6.2,0.76,800,18.2,47
5.2,0.67,800,19.1,47
7.95,0.8,800,23.5,47
2.3,0.68,800,7.9,47
3.4,0.4,800,15.6,47
6.3,0.64,800,20.5,47
4.55,0.55,800,11.3,47
5.2,0.61,800,17.1,47
5.3,0.47,800,16.1,47
2.95,0.61,800,6.8,47
4.9,0.81,800,18.2,47
4.4,0.44,800,10.9,47
4.65,0.58,800,18.4,47
4.65,0.66,800,19.1,47
5.35,0.84,800,22.6,47
4.8,0.55,800,10.6,47
6.15,0.72,800,22.1,47
5,0.83,800,19.5,47
3.95,0.7,800,15.1,47
4.3,0.67,800,13.2,47
6.25,0.69,800,23.3,47
3.95,0.73,600,18.2,48
2,0.66,600,7.4,48
2.55,0.64,600,13.9,48
3.2,0.43,600,21.7,48
4.5,0.69,600,25.6,48
3.55,0.65,600,12.8,48
4,0.65,600,25.2,48
3.75,0.59,600,13.4,48
3.9,0.57,600,21,48
5.3,0.71,600,24.1,48
5.05,0.7,600,18.5,48
4.25,0.75,600,25.8,48
6.3,0.83,600,22,48
4.9,0.68,600,22.9,48
4.65,0.67,600,18.2,48
2.4,0.64,600,9,48
3.3,0.61,600,7.2,48
2.8,0.59,600,8.3,48
6.75,0.61,600,26.7,48
4.3,0.74,600,20,48
4.95,0.72,600,19.1,48
4.3,0.79,600,30.9,48
5.4,0.73,600,24.2,48
4.85,0.7,600,14.7,48
5.05,0.7,600,28.8,48
4.55,0.59,600,22.2,48
3.35,0.5,600,18.7,48
3.7,0.6,600,15,48
2.75,0.67,600,6.3,48
4.35,0.45,600,16.1,48
4.1,0.65,600,15.3,48
4.3,0.77,600,17.6,48
3.7,0.73,600,20.2,48
4.35,0.53,600,20.1,48
3.15,0.46,600,7.5,48
3.3,0.72,600,8.8,48
4.9,0.54,600,21.7,48
4.9,0.8,600,26.1,48
4.5,0.61,600,25.8,48
2.9,0.56,600,5.8,48
3.15,0.62,600,7.8,48
4.7,0.6,600,19.1,48
4.05,0.57,600,21.4,48
4.65,0.67,600,26.2,48
3.95,0.52,600,26.3,48
3.9,0.38,600,17.9,48
4.15,0.47,600,23.6,48
6.05,0.83,600,23.4,48
4.85,0.69,600,16.8,48
5.6,0.77,600,21.1,48
6.2,0.77,600,19.8,48
5.4,0.74,600,17.1,48
5.2,0.75,600,16.4,48
1.45,0.66,644.4444444,14.3,49
3.7,0.81,644.4444444,20.9,49
2.6,0.71,644.4444444,11.6,49
3.55,0.65,644.4444444,6.8,49
4.45,0.46,644.4444444,20.1,49
5.65,0.82,644.4444444,17.3,49
3.65,0.64,644.4444444,8.6,49
3.9,0.81,644.4444444,9.6,49
5.05,0.64,644.4444444,21.7,49
3,0.79,644.4444444,19.9,49
2.3,0.62,644.4444444,8.6,49
5.7,0.69,644.4444444,26,49
5.85,0.73,644.4444444,20.2,49
2.45,0.64,644.4444444,8.1,49
2.85,0.55,644.4444444,9,49
3.5,0.79,644.4444444,18.5,49
7.55,0.79,644.4444444,31.9,49
6.25,0.51,644.4444444,17.1,49
5.8,0.64,644.4444444,12.6,49
2.65,0.58,644.4444444,13.1,49
3.6,0.61,644.4444444,16.2,49
3.4,0.49,644.4444444,15.6,49
2.6,0.65,644.4444444,5.3,49
5.25,0.61,644.4444444,10,49
6.75,0.83,644.4444444,23.3,49
5.35,0.78,644.4444444,25.6,49
3.685,0.47,644.4444444,19.5,49
3.75,0.37,644.4444444,11.7,49
3.9,0.59,644.4444444,9.1,49
5.4,0.46,644.4444444,13.5,49
3.725,0.24,644.4444444,10.5,49
4.57,0.42,644.4444444,8.6,49
7.235,0.71,644.4444444,28.6,49
6.195,0.3,644.4444444,14.1,49
6.04,0.7,644.4444444,28,49
5.88,0.65,644.4444444,23.8,49
3.9,0.7,644.4444444,15,49
3.15,0.71,644.4444444,13.4,49
6.05,0.55,644.4444444,28.7,49
6.52,0.41,644.4444444,30.7,49
3.73,0.5,644.4444444,11.8,49
2.915,0.71,644.4444444,9.3,49
5.4,0.37,644.4444444,16.6,49
5,0.75,644.4444444,8.1,49
3.375,0.68,644.4444444,11.2,49
5.63,0.75,644.4444444,25.5,49
6.4,0.7,644.4444444,19.1,49
5.245,0.68,644.4444444,27.8,49
4.85,0.79,644.4444444,18.5,49
4.95,0.79,644.4444444,20.3,49
2.15,0.67,644.4444444,5.7,49
4.95,0.78,644.4444444,14.8,49
5.9,0.76,644.4444444,22.3,49
7.2,0.92,644.4444444,27.1,49
3.5,0.57,644.4444444,6.4,49
4.95,0.5,744.4444444,18,50
3.95,0.56,744.4444444,18.1,50
3.35,0.46,744.4444444,12.2,50
2.5,0.64,744.4444444,19.4,50
4.25,0.52,744.4444444,18.3,50
4.5,0.61,744.4444444,34,50
2.65,0.57,744.4444444,16.4,50
2.65,0.72,744.4444444,4.7,50
3.5,0.51,744.4444444,15.2,50
3.55,0.51,744.4444444,5.9,50
3.65,0.63,744.4444444,23.9,50
2.6,0.56,744.4444444,23.7,50
4.65,0.48,744.4444444,24.2,50
4.75,0.56,744.4444444,25.4,50
3.95,0.63,744.4444444,21.7,50
2.85,0.49,744.4444444,7.2,50
2.5,0.52,744.4444444,4.8,50
3.35,0.49,744.4444444,19.5,50
3.85,0.53,744.4444444,22.8,50
2.8,0.51,744.4444444,25.3,50
3.75,0.19,744.4444444,19.7,50
3.25,0.52,744.4444444,15.2,50
3,0.48,744.4444444,13.1,50
2.7,0.79,744.4444444,8.3,50
3.9,0.42,744.4444444,21.1,50
2.3,0.56,744.4444444,6.2,50
4.05,0.55,744.4444444,21.3,50
4,0.27,744.4444444,11.8,50
4.45,0.51,744.4444444,28.4,50
4.1,0.58,744.4444444,26.3,50
3.8,0.53,744.4444444,11.4,50
3.15,0.48,744.4444444,10.3,50
3.9,0.67,744.4444444,16.2,50
2.85,0.31,744.4444444,5.6,50
3.25,0.6,744.4444444,15.4,50
3,0.69,744.4444444,19.4,50
3.2,0.55,744.4444444,8.1,50
2.5,0.48,744.4444444,7.5,50
2.8,0.5,744.4444444,11.2,50
3.05,0.45,744.4444444,13.1,50
4.9,0.3,744.4444444,18.4,50
5.45,0.68,744.4444444,22,50
4.55,0.87,744.4444444,22.7,50
5.95,0.73,744.4444444,27.7,50
2.1,0.56,744.4444444,6.9,50
1.7,0.47,744.4444444,3.9,50
2.1,0.5,744.4444444,3.1,50
2.35,0.52,744.4444444,4.1,50
2.55,0.52,744.4444444,2.9,50
6.7,0.55,744.4444444,24.4,50
5.55,0.46,744.4444444,13.9,50
4.85,0.58,744.4444444,21.7,50
4.85,0.52,744.4444444,25.7,50
3.1,0.45,744.4444444,9.8,50
5.25,0.74,744.4444444,23.9,50
1.95,0.59,744.4444444,5.2,50
2.35,0.4,744.4444444,9.8,50
4.85,0.55,911.1111111,20.6,51
4.95,0.54,911.1111111,22.8,51
4.85,0.47,911.1111111,16.8,51
1.5,0.86,911.1111111,5.5,51
5.15,0.52,911.1111111,22.1,51
1.7,0.5,911.1111111,10.2,51
2.3,0.56,911.1111111,8,51
4.45,0.71,911.1111111,24.2,51
2.85,0.5,911.1111111,5.7,51
5.5,0.7,911.1111111,24,51
4.45,0.84,911.1111111,14.3,51
6.95,0.55,911.1111111,29.3,51
6.65,0.6,911.1111111,30,51
3.8,0.48,911.1111111,15.1,51
2.75,0.43,911.1111111,15.1,51
4.3,0.48,911.1111111,12.8,51
5.1,0.65,911.1111111,25.2,51
1.55,0.61,911.1111111,13.4,51
3.8,0.58,911.1111111,12.8,51
2.45,0.48,911.1111111,10.5,51
3.25,0.49,911.1111111,15.1,51
4.1,0.57,911.1111111,13,51
2.95,0.48,911.1111111,6.8,51
2.35,0.59,911.1111111,7.2,51
4.65,0.41,911.1111111,7.4,51
5,0.47,911.1111111,16.1,51
4.85,0.63,911.1111111,18.5,51
3.55,0.61,911.1111111,9.5,51
4.2,0.66,911.1111111,13.7,51
1.7,0.29,911.1111111,3.6,51
2.5,0.58,911.1111111,4.4,51
2.6,0.62,911.1111111,4,51
2.95,0.59,911.1111111,6.4,51
2.25,0.44,911.1111111,4.3,51
2.5,0.47,911.1111111,6.2,51
5.25,0.68,911.1111111,17.3,51
6.55,0.65,911.1111111,20.4,51
4.1,0.71,911.1111111,21.8,51
4.65,0.57,911.1111111,7.2,51
3.15,0.6,911.1111111,7.5,51
2.55,0.63,911.1111111,10,51
6.7,0.77,911.1111111,21.9,51
2.9,0.77,911.1111111,7,51
3,0.57,911.1111111,8.5,51
4.15,0.66,911.1111111,15.6,51
3.3,0.67,911.1111111,20.8,51
5.15,0.61,911.1111111,6.4,51
1,0.54,911.1111111,3.4,51
1.5,0.28,911.1111111,4.3,51
4.1,0.73,911.1111111,23.6,51
7.4,0.72,911.1111111,16.3,51
3.95,0.72,911.1111111,11,51
6,0.64,911.1111111,12.5,51
5.2,0.6,911.1111111,6.7,51
3.5,0.76,911.1111111,20.1,51
3.4,0.71,911.1111111,16.1,51
5.5,0.84,911.1111111,16.1,51
7.1,0.76,911.1111111,25.7,51
5.7,0.68,911.1111111,13.2,51
4.95,0.82,911.1111111,18.6,51
5.85,0.74,911.1111111,22.1,51
4.9,0.86,911.1111111,15.7,51
7.3,0.82,911.1111111,25.8,51
5.4,0.62,911.1111111,14.5,51
4.7,0.79,911.1111111,13.7,51
5.7,0.66,911.1111111,13.3,51
7.55,0.79,911.1111111,30.3,51
3.45,0.64,911.1111111,9.7,51
3.6,0.58,911.1111111,9.8,51
3.15,0.39,911.1111111,17.2,51
4.4,0.7,911.1111111,18.7,51
5.85,0.74,911.1111111,24.8,51
4.3,0.39,666.6666667,23.5,54
2.95,0.53,666.6666667,24,54
2.25,0.55,666.6666667,6.2,54
3,0.51,666.6666667,24.1,54
2.15,0.64,666.6666667,7.1,54
3.35,0.49,666.6666667,10.7,54
2,0.44,666.6666667,7,54
2.8,0.55,666.6666667,18.4,54
4,0.54,666.6666667,32.5,54
3.5,0.51,666.6666667,24.5,54
3.15,0.39,666.6666667,16.4,54
3,0.56,666.6666667,27.3,54
2.75,0.43,666.6666667,7.6,54
3.4,0.42,666.6666667,15.9,54
2.3,0.58,666.6666667,7.6,54
2.1,0.52,666.6666667,11.2,54
2.65,0.39,666.6666667,5.8,54
3.7,0.67,666.6666667,23,54
4.05,0.69,666.6666667,23.8,54
3.65,0.57,666.6666667,18,54
3.55,0.64,666.6666667,20.1,54
3.85,0.44,666.6666667,23.1,54
4.85,0.6,666.6666667,26.9,54
2.4,0.59,666.6666667,10.8,54
2.85,0.61,666.6666667,6.9,54
4.55,0.47,666.6666667,22.8,54
3,0.32,666.6666667,13.3,54
4,0.65,666.6666667,18.4,54
3.35,0.48,666.6666667,11.8,54
4.6,0.52,666.6666667,25.4,54
3.95,0.41,666.6666667,17.4,54
2.15,0.61,666.6666667,5.1,54
4.1,0.5,666.6666667,23.2,54
3.45,0.36,666.6666667,15.8,54
3.25,0.54,666.6666667,13.5,54
4.5,0.57,666.6666667,27.8,54
3.95,0.6,666.6666667,27.6,54
3.75,0.43,666.6666667,19.6,54
2.9,0.52,666.6666667,10,54
3.2,0.47,666.6666667,15.6,54
3.85,0.56,666.6666667,25.3,54
3.5,0.51,666.6666667,24.6,54
4.05,0.61,666.6666667,13.1,54
4.05,0.66,666.6666667,12.4,54
3.9,0.65,666.6666667,6.8,54
3.55,0.47,666.6666667,8.7,54
4.8,0.59,666.6666667,17.1,54
5.45,0.55,666.6666667,20.6,54
3.1,0.61,666.6666667,11.7,54
3.05,0.71,666.6666667,10,54
3.55,0.66,666.6666667,26,54
3.35,0.58,666.6666667,18.9,54
3.35,0.56,666.6666667,15.3,54
3.7,0.47,666.6666667,15,54
4.45,0.72,1422.222222,13.4,55
4.15,0.76,1422.222222,16.1,55
5,0.61,1422.222222,18.3,55
2.75,0.57,1422.222222,13.4,55
5.6,0.58,1422.222222,19.3,55
4.95,0.35,1422.222222,18.4,55
2.7,0.49,1422.222222,10.7,55
2.7,0.54,1422.222222,9.9,55
2.7,0.45,1422.222222,8.9,55
1.9,0.7,1155.555556,11.9,56
2.2,0.6,1155.555556,8.3,56
2.15,0.44,1155.555556,9.7,56
4.05,0.82,1155.555556,23,56
4,0.58,1155.555556,15.6,56
